SampleID	Dim1	Dim2	Proba	Cohort
G440883070	-28.43163	23.004028	0.44954699721157493	GGMP
G440205573	-28.108662	57.27428	0.4511462265583541	GGMP
G441424414	-7.5351562	-47.739197	0.5527341387809972	GGMP
G440883028	-32.35852	15.246473	0.48417816660198504	GGMP
G440883465	11.443771	42.965508	0.46539551004499347	GGMP
G441303386	-25.354376	-23.597687	0.5351992261291626	GGMP
G440883423	-3.4882102	-28.249647	0.4933136776120668	GGMP
G445224042	61.508495	-21.48942	0.5828958996465451	GGMP
G440606419	-5.6443257	19.8528	0.46765662813631365	GGMP
G441424129	47.27492	-28.626795	0.5426625830933275	GGMP
G440981110	25.85947	14.10008	0.5327814589459292	GGMP
G441284092	51.292404	-18.0408	0.5255068920176885	GGMP
G445302296	43.585667	-29.050976	0.5061517801744267	GGMP
G440104198	47.51187	-28.730846	0.5477031242497421	GGMP
G445224160	-34.714855	11.333067	0.5026067464057552	GGMP
G441802588	-2.3278544	23.643814	0.4563857502055298	GGMP
G440104037	11.167795	14.335764	0.5074879469783625	GGMP
G441424446	32.005882	-30.309544	0.46789696497465844	GGMP
G441284655	35.620686	31.593246	0.44449364177087813	GGMP
G440883320	-20.604364	67.89474	0.4235148956626135	GGMP
G440981530	-21.019314	-39.328873	0.5796085798981548	GGMP
G440606421	-5.6337237	22.742893	0.43650404556347205	GGMP
G440305517	-32.301136	-22.76362	0.5702452088049299	GGMP
G440205482	-42.17067	11.266939	0.5328490191184689	GGMP
G440981309	-34.976837	53.074196	0.44887299673238973	GGMP
G440305237	-35.361965	53.30028	0.4533968284581974	GGMP
G440205072	-44.895046	41.386272	0.45326905994521316	GGMP
G445302587	36.68346	-31.815426	0.48372695162741114	GGMP
G440606546	-24.237461	18.37811	0.4489589636867338	GGMP
G445224554	2.5407207	-3.3605917	0.5134724979732954	GGMP
G440883338	34.416798	32.782097	0.45638009388489414	GGMP
G440305178	7.528583	56.043156	0.4025782090619307	GGMP
G441502164	38.488255	41.962738	0.4598165768074312	GGMP
G441502083	-21.150156	64.149734	0.43255992437195245	GGMP
G440205497	-35.842346	8.502529	0.5215899759404671	GGMP
G441802234	17.495235	59.918774	0.3999268916356731	GGMP
G440606509	0.6993102	57.040836	0.40794950944251435	GGMP
G441303587	2.386298	-3.5982354	0.49398241610409405	GGMP
G440104611	25.418356	33.437187	0.5005224168262238	GGMP
G440205123	-47.850845	46.55712	0.4491130630260722	GGMP
G440883477	-13.781882	-24.657734	0.5100081753776988	GGMP
G441303005	39.087715	49.816296	0.4087359953642708	GGMP
G441303594	22.00182	42.832664	0.42941743026436485	GGMP
G440305568	-27.344273	22.043232	0.45233864775801713	GGMP
G441502161	-33.46661	16.177948	0.489109000166451	GGMP
G445302032	-1.7309719	-1.7003804	0.4801359269278617	GGMP
G440883244	31.03054	-26.98227	0.4416774850018682	GGMP
G440883634	-4.8174796	15.545048	0.4995692010172293	GGMP
G441502054	-47.335964	44.657314	0.46159045927984604	GGMP
G440305322	7.9177804	64.99127	0.40097118952520705	GGMP
G440104201	33.57714	0.044271775	0.47037269781256114	GGMP
G441424440	37.20817	-5.8834095	0.44879861492597	GGMP
G440104516	2.019685	26.079565	0.4421951933001706	GGMP
G440606556	-26.992577	43.816196	0.4846071102814287	GGMP
G445302283	34.095936	28.947226	0.45780499903177013	GGMP
G440282089	-21.275423	17.95011	0.47366682641210517	GGMP
G445302016	38.50219	46.69006	0.42642508213284597	GGMP
G440104485	42.902836	-29.76857	0.5068143037561587	GGMP
G445302138	26.784765	-33.190464	0.45212865019082005	GGMP
G441284226	-6.0313926	-34.800472	0.5124614988663431	GGMP
G441802423	-30.567608	23.475796	0.4569375799803418	GGMP
G440282534	16.907734	20.242393	0.47380396790127816	GGMP
G440883248	25.115845	-62.839077	0.5408190806119273	GGMP
G441424404	54.759354	-23.129894	0.535674668821615	GGMP
G440282260	23.44051	55.731926	0.39425806432470895	GGMP
G440981165	59.748146	-19.214954	0.6014808234402954	GGMP
G440282377	15.516377	19.486977	0.49266532341565594	GGMP
G440205090	-46.635475	32.321278	0.47983469726343253	GGMP
G441303557	16.455559	61.77963	0.3884865716630869	GGMP
G440104288	10.287899	11.151839	0.49473482834192367	GGMP
G440981326	52.950962	-29.450987	0.5351047452357724	GGMP
G445302550	-23.2988	23.538223	0.44214797467917544	GGMP
G440981438	22.389696	-63.189617	0.572866295723341	GGMP
G441303246	-22.844307	55.613144	0.43501773174371555	GGMP
G440981121	42.69316	46.11078	0.4365412038466604	GGMP
G440981384	-25.848722	60.081505	0.44225664853862023	GGMP
G445224166	4.8730435	16.770924	0.49281473472199755	GGMP
G440981468	-0.6532311	63.369987	0.42019773358078916	GGMP
G445224552	-3.8464415	-5.1847982	0.4873875616459432	GGMP
G445224569	-10.250444	20.099062	0.46746820214005125	GGMP
G440282265	-24.71464	57.69982	0.4378147993877226	GGMP
G445224298	12.447453	62.209854	0.3941369264074306	GGMP
G441802641	-23.636007	14.9991865	0.4723488309798137	GGMP
G440606359	-27.896284	7.7294855	0.49352974894809265	GGMP
G441284279	-47.33611	45.89018	0.4531342669423781	GGMP
G441502425	-23.57167	61.950695	0.4365924011962357	GGMP
G440606374	-38.923542	18.909567	0.5054244049631769	GGMP
G445302139	35.73819	32.433216	0.44843467185691976	GGMP
G441424303	-24.589682	16.762527	0.45818863346823296	GGMP
G441303417	9.019665	-4.784945	0.46528393246572847	GGMP
G445302163	12.647568	49.04163	0.43857488909827574	GGMP
G445224488	-53.34034	1.1669459	0.5701081600943595	GGMP
G440606536	33.897503	29.1097	0.4510853910894022	GGMP
G440883431	-35.19325	7.3716	0.5173268033318233	GGMP
G441284604	3.956711	18.719936	0.4699066223582011	GGMP
G440606610	7.651508	64.91528	0.39542555476707975	GGMP
G441502466	45.527695	-13.7165165	0.47523577392895994	GGMP
G440883569	16.920652	-57.369705	0.5353528930434863	GGMP
G440981515	1.334427	16.412886	0.4955362317523337	GGMP
G440883123	13.156139	48.82008	0.42494889610381326	GGMP
G441802432	51.312447	-16.960192	0.5169637709091003	GGMP
G441303154	38.632057	47.62791	0.4185704557603012	GGMP
G440606594	2.993273	64.1636	0.41645836072166925	GGMP
G445302574	45.32022	-40.088528	0.5564104327083146	GGMP
G440205331	48.363564	-9.497838	0.4942187672971061	GGMP
G440981249	-42.089127	54.19875	0.4294394024476962	GGMP
G441424225	11.14664	-10.163472	0.44498137856815695	GGMP
G441802476	32.667427	29.619766	0.442240012813206	GGMP
G445302544	-19.878668	43.363594	0.46185553799596957	GGMP
G440205002	24.219969	-64.58613	0.54992990634309	GGMP
G440205061	-46.76001	-3.1963816	0.5543134983636742	GGMP
G440883259	-34.596844	2.4029994	0.5242674172496166	GGMP
G440883089	2.7733243	64.53642	0.41066362078639596	GGMP
G445224499	-45.555676	-4.304057	0.5483269330373932	GGMP
G440606475	34.68669	8.189114	0.47858980508467375	GGMP
G440883479	-22.117016	-36.479595	0.5887743408398811	GGMP
G440883394	-24.31871	-15.835656	0.5284735060357937	GGMP
G445302223	23.00201	54.550823	0.39976226826012456	GGMP
G441284469	-36.95677	12.103457	0.5074034342302111	GGMP
G445302438	3.9329572	48.302902	0.41698031855399165	GGMP
G440305151	38.255432	51.215134	0.4092420067725831	GGMP
G441284181	6.7638974	15.3403425	0.498957194502922	GGMP
G440981224	-6.9743943	64.96507	0.4191208613293859	GGMP
G441303546	-20.027578	68.231926	0.41738157500479794	GGMP
G441802097	26.499655	-14.552531	0.45107573901689363	GGMP
G445302159	-25.818037	60.27705	0.44140184157629847	GGMP
G440981180	-14.649624	-25.457436	0.5008936924656023	GGMP
G441502497	50.452477	-29.88265	0.577108046657279	GGMP
G441502556	-35.120632	43.917404	0.45504563083831473	GGMP
G441802617	-43.815727	50.79197	0.43663954588437615	GGMP
G440883286	-5.3605876	-46.341034	0.5374222749949343	GGMP
G441502522	5.3624043	50.435024	0.4099574124310606	GGMP
G440305001	-47.423252	46.393753	0.45272884379811507	GGMP
G440104080	47.82949	-12.238106	0.49633548311287035	GGMP
G440606462	37.48121	32.052635	0.4405275937977204	GGMP
G441284660	0.16774729	21.769007	0.4514824307959602	GGMP
G440305233	-26.22898	18.532682	0.47263525950531926	GGMP
G440104553	57.710125	-22.850916	0.5795512621669504	GGMP
G441802364	-49.7871	24.524033	0.5070914927615899	GGMP
G440205084	14.777487	-45.349766	0.4983944277517309	GGMP
G440282166	-33.562557	15.82483	0.4952565681244048	GGMP
G445302431	-49.043564	22.524246	0.5074415448627505	GGMP
G445302618	42.14293	-42.397697	0.5435416889246489	GGMP
G441303130	38.86711	49.68852	0.4081622364503616	GGMP
G440104096	-45.75578	44.613327	0.45196656985437916	GGMP
G440305253	13.340405	15.557634	0.5218905739257723	GGMP
G441802067	-14.253922	-25.13388	0.5073211436494505	GGMP
G440305333	-45.600582	49.582527	0.4440646711642447	GGMP
G440305437	-46.622574	47.661057	0.4475107396198005	GGMP
G441802553	-50.64921	25.509617	0.5167729498705482	GGMP
G440305295	37.372208	-24.493801	0.49652066389397015	GGMP
G440205109	21.38761	38.80184	0.46682300442596003	GGMP
G445224021	-1.1017408	-15.001141	0.4599521965216551	GGMP
G440883609	-48.547447	-1.3684663	0.5585683573967803	GGMP
G440205034	-28.29007	21.011381	0.4593552864483816	GGMP
G440282611	14.60498	-12.064844	0.42305295066026294	GGMP
G441802236	17.454676	-8.805	0.4048075540278423	GGMP
G441424369	-25.716133	-24.346035	0.5469458973502562	GGMP
G440606295	-51.401493	2.5978224	0.5647462066487736	GGMP
G441303412	-40.03407	52.69432	0.4413270046858666	GGMP
G441502313	-30.884197	16.820986	0.48017020138976657	GGMP
G441303325	26.012522	12.093339	0.5338350722882965	GGMP
G441303295	-24.54949	15.994589	0.45419344130334877	GGMP
G440104170	-0.2781934	27.909904	0.4227083037281668	GGMP
G441284218	27.405119	-41.22754	0.5379232305281902	GGMP
G441424360	-0.6974207	55.722668	0.4285120308063649	GGMP
G441424581	-0.5735093	66.62406	0.4130118573823832	GGMP
G440205028	-45.588165	45.17366	0.4490348324258923	GGMP
G440883514	12.695294	15.972163	0.5099476495536854	GGMP
G445302116	56.700596	-15.961107	0.5573030127682197	GGMP
G440883535	41.452866	-30.070942	0.502461122961269	GGMP
G440205168	-10.695924	45.66298	0.45437791606293176	GGMP
G440883076	54.98155	-23.025057	0.5486239558442876	GGMP
G441424217	8.330584	46.168037	0.42786861935637216	GGMP
G445224522	9.0938835	27.218203	0.4375377338671705	GGMP
G440104317	-49.82191	-1.5795754	0.5615428184684127	GGMP
G441502064	-37.429764	0.07986886	0.5263089185695858	GGMP
G445302029	33.386303	-3.9306195	0.442085364849143	GGMP
G440606208	1.9153641	-17.369385	0.4346630721227471	GGMP
G445224229	-53.346924	1.3652936	0.5710874004178312	GGMP
G445302102	-25.071375	-15.930396	0.5507329089782758	GGMP
G441303133	0.1735688	63.00887	0.43711389336766476	GGMP
G440305072	31.654175	44.438713	0.4443362655233581	GGMP
G440104171	36.73584	47.556858	0.41917503284238833	GGMP
G440883346	4.541076	46.268093	0.43715481771974585	GGMP
G440606599	38.300606	46.326153	0.4254158358619317	GGMP
G440104447	-1.1671952	26.487942	0.4277783178010403	GGMP
G440606434	-6.2133327	-38.7991	0.5346190305311384	GGMP
G441424503	21.294535	55.931335	0.41483801734963827	GGMP
G440282625	-49.380447	-0.45437	0.5595743730249936	GGMP
G440305472	1.839739	57.24063	0.4087934497845951	GGMP
G440282383	-45.53537	44.86835	0.45181915542933565	GGMP
G441284138	-28.255318	21.646282	0.45787368210769375	GGMP
G441424426	40.750835	-30.171741	0.48911696850803965	GGMP
G440606590	31.289633	-30.945154	0.4761501705080664	GGMP
G441284271	-2.1427789	-2.730238	0.4659107928852007	GGMP
G441284635	-47.296745	-3.9977489	0.5445607826834957	GGMP
G441802319	-7.00093	55.826538	0.42196050787005024	GGMP
G440205265	-52.026295	2.3153865	0.5647049628074319	GGMP
G445302469	12.346693	-8.000158	0.4299196395221046	GGMP
G440205174	-18.424791	43.67634	0.46791624183489616	GGMP
G441303286	-2.726033	-3.7560062	0.49135491175293766	GGMP
G441284653	33.013855	8.797375	0.49588900429307026	GGMP
G441502036	31.60196	30.886757	0.4566354639202282	GGMP
G440606572	33.82647	-0.8742566	0.4565860836228902	GGMP
G441303414	-12.266835	-23.745804	0.49534398597855417	GGMP
G440883613	8.206476	-41.476185	0.5102600002248363	GGMP
G441802308	24.467659	-1.3539243	0.42731543205365907	GGMP
G441284541	-38.379585	44.036938	0.46477996379987224	GGMP
G440205512	-21.446798	20.819252	0.4668553238186299	GGMP
G441303224	-37.812412	37.612446	0.4676932727498996	GGMP
G441284297	0.71002346	32.814594	0.4204434365972033	GGMP
G441424533	12.1307125	-14.304859	0.45775869831862986	GGMP
G440883448	-41.185444	14.574971	0.5135552450976337	GGMP
G441424474	-33.60088	11.240012	0.48675315579898887	GGMP
G440305458	1.4934233	-0.38160688	0.4561460171241757	GGMP
G440883597	1.3024381	56.806305	0.4062524204640171	GGMP
G440883545	-18.237612	35.300842	0.45792060234649157	GGMP
G440981017	15.120433	-11.27592	0.42002321601731274	GGMP
G440282339	39.5616	45.223354	0.42587913412054357	GGMP
G440981048	53.59397	-23.123579	0.5436262500534926	GGMP
G440205627	34.269722	43.27319	0.44146462960975436	GGMP
G440305276	17.810774	-10.632895	0.426999581530885	GGMP
G440883475	15.145963	19.288237	0.49260014964484605	GGMP
G441802255	-4.626262	49.58349	0.4455245066924866	GGMP
G440305339	-39.952343	55.072754	0.4392098590785539	GGMP
G440282085	-5.9933677	54.405216	0.4313922585104159	GGMP
G445224571	-45.572735	49.672863	0.44655617564024963	GGMP
G440305650	-8.637627	-5.795319	0.5050403072209219	GGMP
G441502599	-47.02486	46.22083	0.4548130403807028	GGMP
G445302415	37.993393	-34.864372	0.5033713966952081	GGMP
G440606436	12.972126	28.517357	0.44137182787536355	GGMP
G441802357	8.335306	-41.259296	0.501036673230103	GGMP
G441802073	14.316855	59.984814	0.39500853152562515	GGMP
G445302081	-1.5908884	30.036789	0.4042232017977796	GGMP
G440104199	7.248223	14.493747	0.48617726178678844	GGMP
G440981494	45.0277	-30.914043	0.5350112553056978	GGMP
G441424127	34.67292	-30.577066	0.47043463649903633	GGMP
G441303285	6.3567963	16.935493	0.48176481939444743	GGMP
G445224399	13.015176	62.822952	0.39226175989646644	GGMP
G440883498	28.256407	-6.506186	0.5047768088482453	GGMP
G441502115	36.636448	-35.49714	0.505849224022313	GGMP
G441284250	24.064833	-0.7881929	0.4361351551103964	GGMP
G440883161	58.50961	-24.338886	0.5811088561544719	GGMP
G441502226	13.851594	-12.059442	0.43095079293354216	GGMP
G440883144	55.919594	-14.6080065	0.5422566771442908	GGMP
G440606284	-13.077669	45.035725	0.4533782678712415	GGMP
G441502172	14.425217	59.79137	0.3951708335499195	GGMP
G440205004	27.186705	30.890005	0.48719936053380186	GGMP
G441303185	-25.982357	-25.42419	0.5271593722391977	GGMP
G440981169	-47.763176	-3.0683446	0.5392736392031401	GGMP
G441802409	15.942496	63.14652	0.3821427657383015	GGMP
G441284025	51.850258	-9.44566	0.5278155431005652	GGMP
G440305293	-29.370457	18.497993	0.4603938297547006	GGMP
G440981140	58.246273	-23.62172	0.5785824486975861	GGMP
G440282368	8.747497	46.707054	0.4257995272112256	GGMP
G440606587	31.037186	44.220997	0.44846925473244864	GGMP
G440883437	-33.229893	16.08886	0.4956683263795409	GGMP
G441802358	32.98576	-1.7743305	0.43585168198350344	GGMP
G440883183	-21.706354	34.864773	0.45319780561013656	GGMP
G441802311	13.712196	62.839645	0.39337162003775367	GGMP
G441424240	4.705319	49.820015	0.40854117164214915	GGMP
G441284244	-41.568703	52.833717	0.43445400923707284	GGMP
G441303277	-26.71039	4.669925	0.49700929159063406	GGMP
G440883174	-2.968306	50.649982	0.44177997218349835	GGMP
G440282526	-0.2471649	-13.500712	0.4675867379802783	GGMP
G440104192	30.015997	-29.642788	0.45851223099952576	GGMP
G440883048	11.783088	-10.462853	0.4373604716791434	GGMP
G441802212	18.192913	-44.192013	0.5250569109454569	GGMP
G441424361	12.805924	-39.459694	0.49963810301186223	GGMP
G440104448	25.491026	-5.6366043	0.45756012914026467	GGMP
G441802342	-6.869383	64.56844	0.4220728337230104	GGMP
G445302169	36.082706	33.633675	0.44222689471989085	GGMP
G441303195	27.997051	38.141098	0.4611403982175306	GGMP
G440883564	43.633152	-31.05571	0.5252463438196602	GGMP
G445302543	37.906044	-30.808792	0.48931504220910466	GGMP
G440883633	8.991154	-45.652534	0.4997978471329688	GGMP
G445224044	-28.097717	56.722176	0.45476671086987086	GGMP
G441802376	-0.44845673	-13.6795	0.47067369642579576	GGMP
G440606630	11.285561	53.123676	0.41258527528820216	GGMP
G440883104	54.940422	-14.905522	0.5230244334833322	GGMP
G440104160	33.05171	8.750597	0.4936817969454709	GGMP
G445224436	-4.6747556	-5.52971	0.4819468894384222	GGMP
G440282598	-42.56431	14.296548	0.4975869433174471	GGMP
G440104455	32.296543	43.301006	0.44078677698782226	GGMP
G440305133	-1.6706946	-14.983674	0.4623637941102838	GGMP
G440981455	-41.00172	14.414313	0.5246797981087954	GGMP
G440883034	0.57129115	-17.97005	0.4457776679811788	GGMP
G440282545	27.026499	-58.21703	0.5241759715880805	GGMP
G440104068	48.64283	-13.456196	0.5193308657048074	GGMP
G445224176	-28.447618	43.688576	0.48776173791781186	GGMP
G440883232	12.210373	-7.239436	0.43498647003541807	GGMP
G441502041	46.78881	-13.0552225	0.4943696991954414	GGMP
G440981033	23.466454	53.75715	0.41694744031895803	GGMP
G445302523	-4.7522826	-13.069173	0.47543238077386824	GGMP
G441424524	-40.40991	44.628334	0.4651814892446832	GGMP
G441424307	12.479905	14.426254	0.5179580974718653	GGMP
G440883128	-23.985876	13.793272	0.47746231550236573	GGMP
G445302421	4.376017	48.12035	0.41938932180949284	GGMP
G441802548	-23.70801	15.556164	0.4697694979111994	GGMP
G440981489	-23.26752	4.1688004	0.5044756542334229	GGMP
G445224391	-17.130558	-73.17851	0.5943178586107984	GGMP
G445302192	36.192703	32.069954	0.43966134312908717	GGMP
G440104545	10.646326	60.90722	0.4004200887345462	GGMP
G441802262	29.65725	-29.323814	0.45552867690655663	GGMP
G440282022	-25.937868	59.98677	0.4434143347137617	GGMP
G441303226	-30.488003	42.923664	0.4981974823256638	GGMP
G440981299	-22.191946	63.846386	0.4306929535582965	GGMP
G440981288	-20.287607	65.73776	0.43163088993336585	GGMP
G440606608	11.882256	-44.150055	0.48280990820885156	GGMP
G440883007	-24.285364	15.032205	0.4697737422107483	GGMP
G440282459	11.975727	63.708843	0.39214681264480455	GGMP
G441502416	49.557304	-8.827173	0.5098856730047363	GGMP
G441424522	6.334336	47.611935	0.41702745642129435	GGMP
G440305404	55.137764	-24.266048	0.5639109732222118	GGMP
G441303350	-6.0194387	14.700704	0.50860974576777	GGMP
G440883418	-44.4509	9.18917	0.5500126594858576	GGMP
G440981382	16.73973	56.419342	0.40855705778913076	GGMP
G440883030	-15.174313	-63.231342	0.6202722767617382	GGMP
G440282582	-23.018238	67.034775	0.4283470612524928	GGMP
G440883231	9.685972	-52.94578	0.5235642644582824	GGMP
G440104026	12.212049	15.163522	0.5170825220130313	GGMP
G441303272	-25.674133	60.27258	0.43983429308760513	GGMP
G441284252	-2.9378257	-3.966151	0.4754709282049441	GGMP
G440282177	-33.369915	3.3587177	0.5156415906105163	GGMP
G441802488	-49.48629	-0.63698906	0.5608615475393086	GGMP
G440205187	-33.621716	7.345492	0.4912335320383935	GGMP
G441303525	-15.510895	44.269962	0.48718814732011745	GGMP
G440883186	5.599074	-3.0012572	0.47377068289606483	GGMP
G440104494	33.931286	43.544754	0.43471742686402437	GGMP
G441802591	-18.66739	5.2741795	0.5051464399711555	GGMP
G441303199	35.871708	33.81316	0.44388361087665523	GGMP
G441802040	-26.104094	61.33838	0.43060297950959353	GGMP
G441802290	35.277218	8.622953	0.48117672315702525	GGMP
G445224246	-35.68286	1.6427835	0.5228831261841149	GGMP
G440104387	-43.88714	50.77242	0.43466782498747314	GGMP
G440205259	6.1460524	22.693914	0.4576554064921818	GGMP
G445302619	23.654148	41.727703	0.45238874847467425	GGMP
G440981440	-38.698776	36.78429	0.4763607341235686	GGMP
G440104148	37.35831	-3.9769397	0.47001818930154576	GGMP
G440205297	28.955803	-34.452656	0.49074122081658006	GGMP
G441802523	26.83424	-15.257015	0.46554647302041974	GGMP
G445224325	-33.888714	-24.307995	0.5393238346757924	GGMP
G445224453	-49.781864	13.478964	0.5368757020065981	GGMP
G440282063	34.058525	45.84875	0.4149421970536473	GGMP
G441424537	-32.349304	2.936465	0.5053125641545623	GGMP
G440883484	-12.603324	-74.53137	0.5502777621581897	GGMP
G445224073	21.679893	49.29047	0.44346567430274403	GGMP
G440205147	-45.203846	47.1432	0.4523074331225059	GGMP
G440205420	13.953157	16.919405	0.5077027954129528	GGMP
G440305258	40.661182	-30.544033	0.4982537120805245	GGMP
G440205195	19.771101	-18.424824	0.4653668071080794	GGMP
G440981160	56.782604	-24.404297	0.5666111015222054	GGMP
G440606615	8.943406	-49.93998	0.5092578416631407	GGMP
G441502335	15.593391	-11.58267	0.4262877801559118	GGMP
G440104210	42.5248	47.01759	0.427944136974208	GGMP
G440981363	-47.36255	32.0555	0.49375267756079055	GGMP
G440305540	4.167724	18.90377	0.4683129337560248	GGMP
G441802408	33.921017	-29.324104	0.4560175140000147	GGMP
G440883092	44.81521	-14.040804	0.467856059468265	GGMP
G441502101	15.048762	-7.6482706	0.42107138270354216	GGMP
G440606525	-38.018303	6.125784	0.49537578837098767	GGMP
G440205343	-35.387383	34.00818	0.4801976620076139	GGMP
G445224577	-51.059185	25.667997	0.5223081253344625	GGMP
G441424532	-28.954575	-63.12541	0.6099703535605712	GGMP
G440205405	-35.942066	18.194105	0.502856079158596	GGMP
G440883363	44.642857	-40.186638	0.5719113699602142	GGMP
G441284134	-48.602753	-0.39732838	0.5577604539849971	GGMP
G441502186	34.341713	-0.45315224	0.4631901962551075	GGMP
G440606205	3.2942882	25.350105	0.4538697201384993	GGMP
G440305665	4.173437	18.31282	0.47883284865678594	GGMP
G441284530	-23.923496	40.686676	0.47616076529797097	GGMP
G441802639	-18.71895	38.85347	0.4806917372254565	GGMP
G441802527	18.510921	-9.083312	0.41233566882740136	GGMP
G441424315	25.597685	-61.565437	0.5480566643205279	GGMP
G440282140	-47.446392	30.51362	0.500439629078241	GGMP
G440883074	-31.403856	51.914917	0.44668806528847954	GGMP
G440883335	0.66209704	-17.385935	0.44881979607160044	GGMP
G441502106	28.455542	-27.480333	0.478254372543185	GGMP
G440606518	-25.50239	-26.730118	0.5702181782519646	GGMP
G440104229	25.936592	11.861157	0.5434475348649532	GGMP
G440883325	22.988169	-60.078384	0.5315737326277341	GGMP
G440883416	-43.006874	13.091848	0.513733459626934	GGMP
G441802263	-4.8699574	25.447895	0.4463112650587493	GGMP
G440981119	-22.922585	32.747265	0.4664068977432132	GGMP
G440981356	14.094015	14.911772	0.5271337787924327	GGMP
G440104511	-1.46695	30.237938	0.4009704235854225	GGMP
G441424206	10.804704	52.420143	0.40785147557327883	GGMP
G441284551	31.617466	-9.483614	0.5003896438659243	GGMP
G441802024	50.275623	-15.932845	0.5335745301704926	GGMP
G441802179	33.989815	-5.1905465	0.4602496545654072	GGMP
G441284339	-47.83828	47.804863	0.451378542327318	GGMP
G441424207	-21.40157	62.70737	0.43649112939682067	GGMP
G441284618	-22.90312	23.086428	0.44366546886797337	GGMP
G440883414	26.703283	-30.914022	0.4988304772788296	GGMP
G445302180	-1.0411639	65.95158	0.41183908899490945	GGMP
G440282363	38.53868	46.054703	0.42062912149328235	GGMP
G441802368	-17.372177	65.52025	0.42905588218431767	GGMP
G441502135	-40.29923	55.060925	0.44126068281593467	GGMP
G440305621	59.932472	-19.166658	0.5958078248466258	GGMP
G445224140	-51.179115	1.9663335	0.5621969004370811	GGMP
G441424525	-45.490044	43.13307	0.4539522766258287	GGMP
G441502210	-23.648659	65.65171	0.42895487426746387	GGMP
G440282282	-3.3671887	-31.402605	0.4917265678752194	GGMP
G445224182	-51.69031	27.089	0.5169726529359877	GGMP
G440282619	22.16673	42.3125	0.45174984134957774	GGMP
G441424447	8.971927	16.065205	0.5079160143897904	GGMP
G441802108	-47.03494	31.317389	0.49090843281825175	GGMP
G440883003	39.550884	43.112003	0.43447777103506363	GGMP
G441284654	50.99214	-29.065851	0.5579412221791251	GGMP
G440104145	53.334335	-8.996396	0.5065217519464048	GGMP
G440883073	28.685274	-37.88382	0.5164865519359072	GGMP
G445302508	7.376807	26.137842	0.45466529782849113	GGMP
G445224193	-4.526763	-2.6841142	0.4901653063861713	GGMP
G441284423	3.5387363	55.013916	0.40798760211199886	GGMP
G440305616	39.27046	49.19587	0.4145839955099884	GGMP
G440606507	-0.8333758	31.02905	0.40031014200443993	GGMP
G441424551	5.376644	50.289806	0.40900129900026	GGMP
G441424573	-30.5712	17.608978	0.46909266366249075	GGMP
G441802004	11.976887	63.92004	0.389693823249782	GGMP
G441303049	12.659045	-46.945347	0.5213881146600551	GGMP
G445302407	46.6725	-12.133912	0.4836533512335451	GGMP
G440282082	-7.330542	-40.783173	0.5185942839338866	GGMP
G440981385	13.240693	15.201039	0.5230857923885389	GGMP
G441424257	-26.845036	56.593616	0.43583416827775434	GGMP
G441284332	-39.31206	38.16687	0.4545045070499778	GGMP
G441424246	50.60154	-10.086832	0.5087219075645598	GGMP
G441802148	55.12681	-25.37955	0.5595806528271537	GGMP
G441802492	49.84742	-15.682484	0.5098806225537841	GGMP
G440282538	-42.469738	41.23475	0.44733818002910636	GGMP
G441424120	-25.276136	-36.5193	0.5740100146012916	GGMP
G440282631	59.370663	-24.443981	0.5956530931103488	GGMP
G440205623	-35.033848	11.544112	0.5003770048946935	GGMP
G440282629	-7.1764975	-5.8152103	0.5054103492304595	GGMP
G440305682	-3.11814	51.798264	0.4342463607962443	GGMP
G440282173	-11.282831	-14.929616	0.5007897981392944	GGMP
G440205522	-23.995535	14.720257	0.47188457889837143	GGMP
G441802493	25.517717	12.676265	0.5329245861216493	GGMP
G440104186	21.054516	-9.159372	0.42654821674634985	GGMP
G440205387	-7.942009	11.13805	0.5204137200388009	GGMP
G440205438	-47.535717	43.192894	0.4692359983149463	GGMP
G441802582	-40.55681	45.815464	0.45266357756378284	GGMP
G440104536	9.3352585	16.225477	0.49987690896044495	GGMP
G440606304	-16.62251	37.36882	0.4734245096839207	GGMP
G440305471	20.55462	-18.27316	0.4536564317265545	GGMP
G441303147	23.777985	54.19007	0.41812310900341404	GGMP
G440305571	9.473588	45.338837	0.435394011412208	GGMP
G440205649	-51.741764	24.342896	0.5405960419037283	GGMP
G441284203	-2.521304	56.620697	0.4313577030544468	GGMP
G441303141	51.5377	-9.703993	0.5329215743011917	GGMP
G440981270	-45.292034	36.717762	0.47515232099787724	GGMP
G440305558	-33.08965	51.647938	0.4543972298033609	GGMP
G441303333	8.312343	-71.8994	0.5880553442942846	GGMP
G441303514	26.891706	35.81868	0.48038671317005255	GGMP
G440282137	-12.05278	-42.434074	0.5141037671048407	GGMP
G440104357	59.74545	-24.40458	0.597085930147767	GGMP
G440104203	34.440907	-30.282331	0.4704130571576727	GGMP
G441303070	11.425266	64.706345	0.3918579699039769	GGMP
G441303280	-4.075857	-20.314352	0.4741489185280204	GGMP
G445224531	31.914053	41.873234	0.4550405388896441	GGMP
G440883429	18.673859	-44.72337	0.5167492520194222	GGMP
G445302585	-6.7054663	55.13915	0.42624408527511465	GGMP
G445302229	-17.328323	65.63224	0.4313741802289371	GGMP
G441424553	-32.757908	40.96161	0.5000830944619873	GGMP
G441424204	-12.879326	-24.86074	0.496381968079325	GGMP
