SampleID	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
JN-TMF2-SX0475	0.06586708	-0.019635098	-0.028612902	0.07124121	-0.0568953	0.05538003	-0.032616656
JN-MF2-15489	0.05773843	0.059788074	-0.046698734	0.07579151	0.06977546	-0.025583243	0.018964548
JN-MF2-15579	0.07239244	0.054012317	0.053924777	0.048151	0.07002547	0.167566	0.043823108
sam-352	0.01728744	0.038682584	-0.01280253	0.071455814	0.06827578	0.15380935	0.044006687
sam-458	-0.05515146	0.05431572	-0.045302615	0.07571565	0.05335547	0.18314134	0.04594531
JN-MF3-SX0193	0.07337339	0.061781038	-0.015195617	0.069312476	0.0739623	0.18695429	0.04235149
sam-234	0.04755074	-0.027116917	-0.0059028002	0.07344824	0.0427696	0.17495765	0.04089387
JN-MF7-SX0285	-0.06709804	0.060157962	0.047364	0.07169335	0.072220705	-0.13057101	0.036573816
JN-MF2-10492	-0.05415849	0.06078343	0.030267715	-0.059825197	-0.0548768	-0.13068515	0.044633906
sam-66	-0.05157336	-0.06258545	0.023397919	0.074143946	0.03600029	0.059280604	0.017352797
JN-MF2-15519	-0.055070546	0.054630302	0.03697558	0.07221674	-0.0066727162	0.18332271	-0.023993818
sam-294	0.027142324	0.06219422	0.04469263	-0.01951431	0.040244	0.17785001	0.04582786
JN-MF3-SX0098	-0.045348212	0.023157544	-0.04725737	0.06965258	0.008269153	-0.12779216	0.029943202
JN-MF2-15036	0.058965832	0.057823904	0.035188902	0.07365551	0.07066325	-0.13054505	0.042988054
JN-MF2-15205	0.0643918	0.0641851	0.049918674	0.073447905	0.027674913	0.18026249	-0.020857949
JN-MF2-15061	-0.029704403	0.059343677	-0.0255551	0.047185287	0.012981178	-0.12852703	0.044662893
JN-TMF13-SD0247	-0.05380215	0.026936544	-0.04227723	-0.10752288	0.05902469	0.18680182	0.04363338
JN-MF7-SX0211	0.064390235	0.049240455	-0.046757177	0.07104604	-0.06030239	-0.12752336	0.043725435
JN-MF3-S40023	0.07319914	-0.0125664985	-0.035514884	0.0725542	-0.062249005	0.05641922	0.01424416
JN-MF2-15508	0.028735595	-0.065022916	-0.040878285	0.068815134	-0.05726457	0.17012772	0.03198761
sam-867	0.0691173	0.065035515	0.03572819	0.07107121	0.06651247	0.1266024	0.045004115
JN-TMF10-SX0641	0.07362447	0.02320187	-0.0452527	-0.0846586	-0.056465015	0.057570193	0.018920258
JN-TMF10-SX0625	-0.04670129	0.0016056935	-0.04559353	-0.056396574	-0.048000015	0.05837256	0.031680588
sam-438	0.071872614	-0.06092349	-0.040504433	0.07516581	0.067471586	0.1407488	0.043146506
JN-TMF13-SX0347	-0.044903908	0.063276425	0.046452038	-0.10321361	-0.030895835	0.14771762	0.043591857
JN-MF2-SD0025	0.07617746	0.06580953	-0.010715171	0.07324058	0.063365676	0.12511759	0.04645627
JN-TMF2-SD0167	0.026541011	-0.04358738	0.050048262	0.07036671	-0.007227574	-0.12157435	-0.018837633
sam-499	-0.06342749	0.05383694	0.0043258704	0.073629245	0.067112096	0.13827501	0.046725184
JN-MF2-15396	0.06311029	0.05141404	0.05424664	0.047960717	0.069549225	-0.12827979	0.044424422
sam-22	-0.043329734	0.059178993	0.0022136234	0.07039714	0.024124604	-0.022063067	0.043792162
JN-TMF2-SX0470	-0.011769239	0.03773084	-0.045538533	0.06820965	-0.04636865	0.18214718	-0.05653577
sam-187	-0.037435185	0.0026883637	-0.007945815	0.07251067	-0.05453931	0.17220357	0.0048158253
sam-84	-0.06565644	-0.06742875	-0.044405818	0.07066884	-0.032429244	0.1133761	0.03785322
sam-271	-0.047093052	0.0407157	0.030516548	0.074028276	0.023943687	0.17488521	0.04519188
JN-TMF13-SX0309	0.068574466	0.021373674	0.024571786	0.014928056	0.068110764	0.17866023	0.045075875
sam-495	-0.05585201	-0.015150476	0.01411326	0.073821165	-0.028695416	0.18124773	0.039916243
sam-746	0.05083152	0.01844394	0.009158851	0.014167431	-0.05649662	0.17836927	0.044657588
sam-638	-0.033998676	0.023983419	-0.04193859	0.044927556	-0.017458593	-0.12645328	-0.0012679003
JN-MF3-S40036	-0.062737145	0.05806671	0.027960522	0.069796786	0.06963875	0.17624702	0.0309681
sam-1024	0.038883835	0.06484726	0.047379915	0.071847074	0.0044578067	0.18152148	0.04493244
JN-MF3-S40024	0.05966758	0.062398385	0.048446618	0.07192474	0.0017205086	0.061608087	0.045174368
sam-188	0.051073663	0.021427045	-0.045836914	0.072174035	-0.058757912	0.05424265	0.019666571
sam-508	0.071542844	0.03816397	0.00019824442	0.07411005	0.022036534	0.18187529	0.0009283945
sam-436	0.051838465	0.040100917	-0.044760555	0.0483397	-0.042671844	0.17975345	0.0021086803
sam-174	0.0672043	-0.08553768	-0.044347264	0.07198357	0.02318434	-0.022311095	0.045013756
JN-TMF10-SX0667	-0.053339764	-0.07023242	-0.043085296	-0.09171896	-0.0562745	0.17878884	0.017121095
sam-137	-0.046795074	0.062819235	0.00017394597	0.074385665	0.016371053	0.120423146	0.014028828
sam-562	-0.04868568	0.055166055	0.014526503	0.07583187	0.053513773	0.16614836	0.047581278
sam-1021	-0.048766144	-0.030345524	0.047909405	0.04745476	-0.05569584	-0.12746137	0.043213412
sam-134	-0.04366919	0.061363574	-0.022829417	0.071541935	0.06621995	0.17196141	-0.014866338
JN-MF2-15598	-0.043676037	-0.07549603	0.009094176	0.046438064	0.06694501	0.1786344	-0.013873416
JN-MF7-SX0220	-0.06818466	0.061829943	-0.027195588	0.07031801	0.05571889	-0.02260767	0.043200843
JN-MF2-SD0054	0.06922193	-0.038841072	-0.04385563	0.07151896	-0.010679151	0.18058708	0.03371887
sam-326	-0.04426838	-0.015368127	0.0029695265	0.07183307	0.054482333	0.17773548	0.04454272
JN-MF2-SD0059	-0.05032603	0.05335735	-0.042850927	0.066695094	-0.055958625	0.16834617	0.018795727
sam-748	-0.048076056	0.037280533	-0.031735964	0.072649986	0.010078578	-0.12549147	-0.015165372
JN-MF2-SD0010	-0.04657535	0.059909925	0.054769896	0.073059425	0.06386514	-0.022582801	0.04421286
JN-MF3-SD0001	0.08190004	0.05986838	0.033385888	0.0721982	0.07273866	-0.13239929	0.043340687
JN-MF2-SD0072	0.07127007	0.037905384	0.05214356	0.070768766	-0.06115405	-0.024514843	0.042991467
sam-25	0.043866374	0.039750133	-0.015415017	0.07022055	-0.03626556	0.15876177	0.047201496
sam-95	0.07015064	0.026816865	-0.0065529677	0.07194098	0.021496532	0.14104363	0.018967722
JN-TMF2-SD0119	-0.021648632	0.06274804	0.05508953	0.073566295	0.07202891	0.062069703	0.046200708
sam-156	-0.047465336	0.053762697	0.046757445	0.047501672	0.058630828	0.18340042	0.0068692607
JN-TMF2-SD0173	-0.04321302	-0.027629962	0.04380943	0.07200541	-0.05950879	-0.12506913	0.04468204
sam-697	0.050723054	0.060348507	-0.043515503	0.0724236	0.061583526	-0.12624829	0.0068213274
sam-821	0.064451836	0.0631123	-0.046273794	0.07583515	0.06631887	0.059166446	0.04401754
sam-429	-0.05277733	0.0050234147	-0.02282148	0.07226612	-0.05254533	0.17329039	0.031177694
JN-TMF10-SX0689	0.07651425	0.06465625	0.053918164	0.04850304	0.07220885	0.18110351	0.043385062
JN-MF2-SD0045	0.07273089	0.06311046	0.04497804	0.07154973	0.062089372	-0.12940037	0.04467639
sam-417	0.06693953	0.05831847	-0.042772464	0.07195444	-0.06113994	0.17765908	0.044951573
JN-TMF13-SX0604	-0.044339605	0.06139758	0.015738018	-0.09295593	-0.010506899	0.11906728	0.005194628
sam-1007	0.028952183	0.06389828	0.046830922	0.07104538	0.048098914	-0.13168354	0.04461279
sam-826	0.06735652	0.064878255	0.028804705	0.07455381	0.06921231	0.1895701	-0.032683395
JN-MF2-15440	0.015506597	0.019780708	-0.023497283	0.07415307	-0.032250535	0.18681523	0.042939335
JN-MF2-15090	0.057775162	0.023528393	0.049710564	0.0724291	0.068071656	-0.13178186	-0.017146386
JN-TMF13-SX0593	0.06460654	-0.064262636	-0.040962778	-0.097336784	-0.055500813	0.16382562	-0.03646068
JN-TMF2-SX0515	-0.045844853	0.025325924	0.044950675	0.04795114	0.06796642	-0.1272236	-0.052149538
JN-MF7-SX0092	0.015802363	0.05671021	0.05509935	0.0722738	0.07345374	-0.12844844	0.042778492
JN-MF2-24051	0.073573954	0.050810367	0.051605016	0.07422494	-0.059190806	-0.023121193	0.044322636
sam-545	-0.041346423	0.05751683	0.02876271	0.0723042	-0.049794376	0.14481185	0.045073014
JN-MF2-15259	-0.043330643	-0.04458179	-0.014738473	-0.019378573	0.014168429	0.058824547	0.038679738
JN-MF2-15588	0.07584481	0.061917495	0.055407938	0.070262775	0.074148215	0.18586212	0.042120136
JN-MF3-15246	-0.060739767	0.034508992	0.052506562	-0.04160438	0.0727167	-0.025035068	0.012410537
JN-TMF10-SX0662	0.06809287	0.051909752	-0.023982212	-0.1001526	-0.058495108	0.11976422	0.047862057
JN-MF2-25054	0.034780197	0.060713854	0.04874707	0.07236432	0.07142405	0.1842043	0.04436738
JN-MF2-10172	-0.0480607	-0.07687117	-0.042505283	0.049563967	0.06709249	-0.121395186	-0.046626043
JN-MF2-15452	0.06994073	0.052780326	-0.041650914	0.071721	-0.061380833	0.18229228	0.018712126
JN-TMF13-SX0405	-0.035317507	0.06631169	0.0479445	-0.112844504	0.06611519	0.0647567	-0.014702333
sam-565	0.07405521	0.039697237	0.048417926	0.07503043	0.025130583	0.18508436	0.046640754
JN-TMF13-SX0305	-0.06597401	0.05597104	-0.0026536118	-0.09644788	-0.05677404	0.1740887	0.043596614
sam-880	0.072102815	0.061224796	0.05346391	0.04774713	0.07212288	0.17142962	0.043777373
JN-TMF13-SD0203	-0.062070712	-0.074413605	-0.025168693	-0.10426764	-0.058781415	0.13689461	-0.0284103
sam-416	-0.046487916	0.05292633	0.05020597	-0.07641357	-0.03478332	0.17988636	0.043252394
JN-MF3-S40051	0.056235924	-0.018815763	0.034619037	0.07084353	0.07668462	0.15693393	-0.015476243
sam-883	0.0688397	0.06200729	0.054831356	0.07354921	-0.024824036	-0.021983083	0.04459515
sam-654	0.07581055	-0.012475913	0.04643615	0.07342551	0.054407217	0.061258942	0.044274025
JN-TMF13-SX0520	-0.04025252	-0.012867447	-0.041330475	-0.10511934	0.062212452	-0.12518995	0.012622035
JN-TMF10-SX0687	0.05352628	0.050400406	0.03530555	-0.10187939	-0.009666754	-0.023830242	0.04530022
JN-MF2-15280	0.028577808	-0.06760858	0.047561597	0.070969015	0.035130564	-0.021279486	0.006534275
JN-MF2-SD0092	0.030057285	0.05441399	0.0026701828	0.07346427	0.05347287	0.06263946	0.0069258455
JN-MF7-SD0102	0.08159199	0.060313333	0.055012	0.073602594	0.04830738	0.18703435	0.042088285
JN-MF2-SD0032	-0.04253782	0.056394257	-0.043691378	0.04454825	0.060482714	0.17642482	0.0382319
JN-TMF13-SX0301	0.076014206	0.06023381	0.05361363	-0.08288998	0.07030566	-0.024383696	0.045264814
sam-207	-0.046557304	0.054779094	0.016264359	0.07171248	0.036216386	0.15068106	0.013622443
JN-TMF13-SX0438	0.068442434	0.049009368	-0.042575944	-0.090365954	-0.058695853	-0.12154152	-0.054519005
JN-TMF2-SX0374	0.045011356	-0.044204924	-0.010951146	0.072623074	-0.05948045	0.17755102	0.040800806
sam-780	-0.04426149	-0.016247557	0.048298206	0.07470492	0.023203218	0.12350853	0.046328858
sam-40	-0.040649004	-0.011378731	-0.038683288	0.070725925	-0.05178141	0.17257833	0.04438218
sam-287	0.06739147	0.06302334	0.043257985	0.07285418	-0.041785862	0.17932948	0.043375988
sam-526	0.021198375	0.06338036	0.04746419	0.07364252	-0.053936735	0.061020073	0.046946406
sam-1018	0.078084685	0.05899987	0.05473861	0.07146132	0.07197076	-0.022426076	0.042732563
sam-141	0.06795238	0.003302782	0.024117898	0.073866606	0.03388755	0.18159205	0.0384559
sam-217	0.06813806	0.06242657	0.037576765	0.07533179	0.0007235931	0.17730562	0.03954583
sam-629	0.07020416	0.0586914	0.027807722	0.07290338	0.07207282	-0.023949478	0.04384943
JN-MF2-10502	0.08066986	0.037763745	0.0486823	0.07406276	0.07134043	-0.1304858	0.044061236
sam-534	-0.031252004	-0.05893616	-0.043555036	0.04748103	0.059295498	-0.124147214	0.0460258
sam-866	0.0742931	0.061982796	0.011308864	0.07029184	-0.057886194	-0.12252661	0.04212369
sam-269	-0.05867885	0.05170918	-0.04232334	0.07397516	-0.058080647	-0.02394002	0.0087994365
JN-MF2-15242	-0.05168443	0.00379348	-0.024453117	0.07024079	-0.057196625	0.1672131	-0.033365663
sam-15	-0.00019865447	0.02846344	0.045690387	-0.020411197	-0.029578106	0.18005423	0.031444598
sam-785	-0.062782645	0.062862575	-0.046321288	0.07362641	0.06864212	0.18057746	0.03961896
sam-607	0.048481517	-0.055786066	0.028670713	0.015051771	-0.05630112	0.05841735	0.043747455
JN-MF2-15351	-0.047466278	0.028202308	0.052740034	0.07496794	-0.044808716	-0.023135973	0.008028114
JN-MF7-SX0269	-0.042775843	0.039677415	-0.014489108	0.0716062	0.05357971	0.06272858	0.048306186
JN-TMF13-SD0244	-0.025323175	-0.02413058	-0.044871427	-0.09870649	-0.057516493	0.13468017	-0.009858007
JN-MF2-SX0009	-0.041954167	-0.05443089	-0.043620344	-0.10775341	0.062180564	0.1441777	0.006534856
sam-17	-0.032586306	0.0025775512	0.015404579	0.072107784	-0.029479565	0.14771742	0.0058149225
sam-560	0.07177513	-0.065257035	0.029001843	0.07422934	0.036376685	0.14955872	0.04721154
sam-441	0.07379868	0.065371886	-0.030187247	0.072189316	0.07191403	0.1831573	0.044444073
JN-MF7-SD0091	0.07355153	0.05676125	-0.046588544	0.068175964	-0.058397394	-0.122392975	0.000943398
sam-403	0.04093502	0.061154515	0.043745797	0.070971176	0.06375823	-0.12781127	0.04661883
JN-MF2-15501	0.055790387	-0.06098887	0.0049234033	0.072441325	-0.04677179	0.059926037	0.037311245
sam-852	-0.0120828515	-0.08025394	-0.0045164037	0.073012896	-0.04133213	0.17790373	0.03885952
JN-MF3-SX0126	0.02780285	0.034899358	0.053778466	0.06912816	0.006653204	-0.1310193	0.042186465
JN-MF7-SX0296	-0.042741	-0.01708211	-0.04293174	0.07063845	-0.05983617	-0.12653483	-0.017659333
JN-MF2-SD0084	0.070363104	-0.012282795	0.0071606557	0.07127031	-0.049248036	-0.12648481	0.04333576
sam-291	0.07122388	0.064384945	0.049459446	0.074099645	0.060235377	0.14128083	0.012877538
JN-MF2-SD0097	0.06921118	-0.039573904	0.012731259	-0.09769945	0.06429283	0.17716654	-0.05221736
sam-44	-0.03739391	0.058879793	-0.043150656	0.07003244	-0.037217967	0.17433386	-0.0029577252
JN-TMF13-SX0594	0.014319491	0.037841927	0.016435774	-0.104197875	0.057983745	0.18649516	0.039472792
sam-688	-0.01910635	0.03616767	0.02690749	0.07239601	0.031894993	-0.13122904	0.010973377
sam-974	-0.06549341	0.053416703	-0.007972373	0.07139223	0.06328915	0.1758113	0.045061335
sam-304	-0.045709368	0.061390057	-0.01551375	0.07067881	-0.052942753	0.17686082	0.0062142853
JN-TMF13-SX0576	-0.04848989	0.060107373	0.021143766	-0.09534001	0.043214153	0.18254003	0.04377789
sam-97	0.06998303	0.041985326	0.008812842	0.07671456	0.023724627	0.18473627	0.045717843
sam-797	0.07074835	0.057261363	-0.0046055345	0.07066473	-0.06158346	-0.024738532	0.045751564
JN-MF3-15256	0.0074126413	-0.06699212	0.04739652	0.07330255	0.07185833	0.17531033	-0.0015928298
JN-MF2-15050	-0.06986471	-0.06646975	0.04113769	0.07129695	-0.046762105	-0.12327795	0.0115218945
sam-979	-0.043571852	-0.0814546	0.045333557	0.07158957	0.067548834	-0.1275167	0.030260218
JN-MF2-15559	-0.06327597	-0.026412115	0.020293795	0.074981645	0.03193865	-0.02382519	0.045030624
sam-678	0.05142227	-0.07074453	-0.04517908	0.06518744	-0.058103904	0.16945578	-0.05635706
sam-620	-0.056742355	0.032003302	0.057691753	0.070650734	-0.023281423	-0.024794858	0.04415375
JN-MF7-SX0249	0.0720395	0.051494244	0.05176638	0.071528986	0.058186855	-0.13224827	0.04506788
JN-MF2-15348	-0.05206415	0.036399536	-0.020119479	0.07181976	0.054144837	-0.12624775	0.04604515
JN-MF2-60514	-0.045724478	-0.02518934	-0.034058694	0.07209274	-0.056773767	0.056068867	0.0072487337
sam-226	-0.05783561	0.05820278	-0.017559815	0.0714548	-0.059769947	-0.023623854	0.0075404765
JN-TMF13-SX0569	0.07368484	0.06582831	0.02300141	-0.042132843	0.06070082	0.06475771	0.04459738
sam-513	-0.0011288106	0.060798228	0.016895628	0.072768405	0.06232629	0.17807676	0.011950854
JN-MF2-15207	0.042478085	0.063766584	-0.038292784	0.07156676	-0.046191253	-0.12670423	0.008122686
JN-MF7-SX0221	0.06983236	0.050060436	-0.0461889	0.07123501	-0.056032937	-0.1277316	0.046148613
JN-MF3-SX0130	0.0727495	0.06482663	0.054611173	0.07097072	0.0715998	-0.12858477	0.012918794
JN-MF2-24552	-0.047475982	0.060775686	0.047918834	0.06890641	-0.014869388	0.18454476	0.04363897
sam-758	-0.046207294	0.06415915	0.04402241	-0.042939484	0.059396107	0.18366832	0.012984325
sam-605	-0.04301482	-0.06953106	0.045605615	0.071034536	0.07160618	0.18061511	-0.052222356
JN-MF2-SD0050	0.067950584	0.028393595	0.04810774	0.072908446	0.03993544	0.15275583	0.045583516
sam-1035	0.02648466	0.064302	-0.024345139	0.07380564	0.03179023	-0.13203087	0.044708263
sam-122	0.07342013	0.041410822	0.027344177	0.074785784	-0.010980778	0.17954887	0.03264143
JN-MF2-15528	0.021415576	-0.029191788	0.04661376	0.07470745	0.053238213	0.15184274	0.044294056
JN-MF3-SX0187	0.07171052	0.06277029	-0.04563579	-0.057522662	0.07003134	0.18155047	0.044010498
JN-TMF2-SD0182	0.07005686	-0.07128071	-0.01777767	-0.08022497	-0.05892705	0.053517822	-0.038741603
sam-813	-0.04459907	-0.0224775	0.04939658	0.07392488	0.060902856	0.18115926	-0.032844182
JN-TMF2-SD0145	0.06917832	-0.02233252	0.047391754	-0.108523816	0.07031676	0.12669145	0.043203823
JN-TMF13-SX0439	0.030653134	0.019999838	0.029780298	0.01721873	-0.055925827	0.18682598	0.0063667246
sam-819	-0.0427086	0.053160563	0.054228455	0.07255674	0.0652317	0.1259215	0.0397534
JN-TMF4-SX0213	-0.045555178	0.06047616	0.049669594	0.06885524	-0.05896856	0.184913	0.044353995
sam-238	0.04827865	-0.015421775	-0.04124425	0.07072574	-0.058040656	0.052221414	0.046420235
JN-TMF13-SD0208	0.022025807	0.06449158	0.046768524	-0.01881453	0.069346026	0.18494552	0.043672796
sam-783	-0.049058612	0.05865398	-0.023630004	0.073460124	0.043548543	-0.12720829	0.046121392
sam-49	0.031024693	-0.022962699	0.035051975	0.07354377	-0.044688057	0.17195457	0.032941554
JN-TMF13-SX0370	0.034026895	0.038210526	0.053213216	-0.091964275	-0.027846714	0.17784569	0.006623399
JN-MF7-SX0276	0.07727876	-0.015271039	0.055359248	0.072454855	0.0614673	-0.024757436	0.043678954
sam-708	-0.062694795	-0.08222299	-0.04159004	0.044910062	-0.058269855	-0.12481611	0.017251942
JN-MF2-22090	-0.06174856	-0.0219128	-0.009054272	0.06650899	-0.058272507	0.17622648	-0.01919247
JN-MF2-24061	0.065806076	0.05418771	0.05455176	-0.019950602	0.06495331	0.17460504	0.044749316
JN-MF2-15079	0.047871538	-0.032091133	-0.01661003	0.043805394	-0.06059822	0.1697741	0.031126084
JN-TMF13-SX0367	-0.062932365	0.039169062	0.027754605	0.015783975	0.05251312	0.17636289	0.045147322
sam-554	-0.026640592	-0.038576506	-0.022800257	0.04478873	-0.057841875	0.17182021	0.00489676
JN-MF3-S40057	0.045267932	0.02012338	0.045343027	0.07393428	-0.0594177	0.18209445	-0.00096931215
JN-MF2-SX0053	-0.007557602	-0.08347809	0.012438452	0.06926728	-0.059236635	0.054545842	0.043603268
sam-1030	0.07177333	0.06358319	0.050183367	0.0723113	-0.0377247	0.1774011	0.043838296
sam-523	-0.06291941	0.06342283	0.04553099	0.047680914	0.028830156	0.18614271	0.04567249
sam-568	-0.003492987	0.05918542	0.025434589	-0.01851774	-0.04762568	0.17744532	0.019688988
sam-566	-0.044045452	-0.010329229	-0.03876798	0.070500925	-0.060776353	0.17489085	0.030665267
JN-TMF13-SX0406	-0.046011996	0.06394062	-0.004418086	-0.042391095	0.068913944	-0.13284354	0.044062123
JN-MF2-15253	-0.04182894	-0.017374836	-0.0056612995	0.07486937	0.06862117	0.16758393	0.045696918
sam-709	-0.04341228	0.02533586	0.017178992	0.07062974	-0.057187125	-0.024199886	0.019028623
sam-333	0.061191574	0.02762761	0.043454003	0.049752183	-0.060922585	0.12122399	0.008037205
sam-727	-0.059450768	-0.015285274	-0.043757617	0.0711171	-0.04710198	0.17778328	0.044126924
JN-MF2-15529	-0.041247457	-0.012964352	-0.03165966	0.07098076	0.061590884	0.18473586	-0.01333126
sam-858	-0.04852238	0.060673285	0.055126306	0.07521585	0.07128426	0.1291799	0.04470139
sam-494	0.06664934	0.021852005	0.037234075	0.073560804	0.06817035	0.1827812	0.04698016
JN-MF2-15461	-0.04468206	-0.016742669	0.047340643	0.07420061	0.06427533	0.18363811	-0.029408572
JN-MF2-15074	-0.044558045	-0.015979208	-0.03155216	0.07293091	0.06630717	-0.022066154	-0.008247678
JN-MF2-15582	-0.0669442	-0.0117949955	-0.0063385037	0.07459576	0.045320638	0.058737747	0.04306014
sam-386	-0.06431795	0.06693198	0.048667956	0.07535545	0.0595175	0.12586842	0.047792368
JN-MF3-S40097	-0.05939611	-0.06514608	0.049797017	0.070540026	-0.04873733	-0.11997546	-0.008033011
JN-TMF13-SX0646	0.06820289	0.039385054	0.03423678	-0.056689397	0.06267426	-0.022711387	0.03768842
JN-MF3-SX0105	0.072567806	0.048449762	0.050667703	0.07111568	-0.050876774	-0.12676533	0.04328676
JN-MF2-15024	-0.057433903	0.022418099	0.05360944	0.07144943	0.048988495	0.06260095	0.04367285
sam-736	-0.044622093	0.064559184	0.05215972	0.076092094	0.06576738	-0.021046901	0.03115034
JN-TMF13-SX0312	0.057247393	0.0011554792	0.028232718	-0.10320419	-0.036533453	0.18018346	0.043758795
JN-TMF13-SX0361	0.07729808	0.051869284	-0.030761538	-0.11171014	0.06900464	0.18515693	0.01525735
sam-544	-0.0373318	0.06274974	-0.016364645	0.06953871	-0.04522437	0.16300927	0.04507526
sam-784	-0.043045126	0.021327946	0.05005763	0.07552956	-0.047304865	-0.024131559	-0.018958792
sam-752	0.06961514	0.0246591	-0.044086333	0.07154919	0.024862606	0.058637377	0.04710103
sam-919	0.07474808	0.06212544	-0.029681003	0.07425021	-0.032316983	-0.025175186	0.04568544
sam-637	0.05340328	0.035976436	0.045880355	0.07042594	-0.05464131	-0.1275208	0.044044014
sam-597	0.025817825	-0.017289804	0.046364408	0.070293844	0.052634403	0.18213964	0.030660696
sam-353	0.07220895	0.05417205	-0.043416254	0.0723225	0.06682616	0.062633395	0.045668207
JN-TMF2-SX0477	0.0546838	0.019475162	0.0530582	0.016647609	0.07078924	-0.13049643	0.04590069
sam-24	-0.012791375	0.05143367	-0.015910218	0.0708883	-0.014013694	0.1804108	0.0074347677
JN-TMF13-SX0611	0.06111356	0.0033817755	-0.016982049	0.04421527	-0.056861665	0.16814014	0.018303864
JN-MF2-15034	0.07532769	0.06502487	0.05331877	0.070310995	-0.035539113	0.17859454	0.045354
JN-MF2-SD0080	0.03125018	0.0017347379	-0.04550687	0.072797336	0.024389308	0.1847338	-0.018232398
JN-TMF13-SX0319	-0.050107367	-0.01240518	0.013637263	-0.10801551	0.02166838	0.12081762	-0.0009757919
sam-789	-0.041549027	0.021291044	-0.039207317	0.06922635	-0.055833377	0.18405876	0.031421058
sam-576	-0.04636587	-0.07757413	-0.043982275	0.0737554	0.06415481	-0.12360899	-0.04875418
JN-TMF2-SD0140	0.07263461	0.04051747	0.047104638	-0.098089755	-0.062135674	0.12354806	0.04413543
sam-512	0.022364132	0.06293575	0.05153294	0.0726794	-0.041669656	0.12658343	0.046579152
sam-337	-0.065947995	0.065003894	0.052429378	0.049040884	0.064383	0.18706551	0.04622861
JN-MF2-15062	0.079336554	0.03618264	0.05486627	0.073361814	0.054884344	-0.023548573	0.04431707
sam-23	-0.025459828	-0.01253658	0.00061365677	0.07070867	-0.04233838	0.1135316	-0.0024198277
JN-TMF4-SX0243	0.03501859	0.0615284	0.053589962	0.07209703	0.07139079	-0.022506518	0.043865558
sam-1020	0.066307515	0.01874999	0.0557109	0.07299911	0.07029356	0.12837178	0.046504065
sam-446	-0.066462114	-0.01820661	-0.044912964	0.07354277	-0.015084609	0.18087995	0.018843235
sam-358	0.07244529	0.0651296	-0.0058734016	0.07353757	0.069319986	0.064463735	0.045299936
sam-761	-0.0066892137	-0.019525552	-0.040042475	0.07306476	-0.05891017	-0.024836523	0.046178654
JN-TMF2-SD0128	0.06685903	0.062245067	0.052299835	0.07224213	0.012153509	0.16510643	0.04468372
JN-MF2-15551	0.02374249	-0.0530291	-0.02395537	0.07150594	-0.0477084	-0.12308366	-0.03766032
JN-MF3-SX0061	-0.048096433	0.058187462	-0.045420095	0.04487167	0.07087677	0.120972045	-0.05132528
sam-511	0.03591741	-0.020998772	-0.038367838	0.07091705	-0.05919638	0.17345063	0.039839998
sam-794	0.03895957	0.038820513	0.046734538	0.049360994	0.05195563	-0.12847191	0.044916242
sam-168	0.04681697	0.053935327	0.009677069	0.073329635	0.06594372	0.12298334	0.047795754
sam-98	-0.05407263	0.05264093	0.044389736	0.07334228	-0.03533496	0.059160177	0.047126513
sam-679	0.055540573	0.037173375	0.022814369	0.06844009	-0.061274663	-0.124977455	-0.03325227
sam-335	0.07500428	0.06442205	0.050452475	0.0741682	-0.025302341	-0.12822607	0.04473874
sam-479	-0.023517454	0.05289918	-0.024156995	0.07354087	-0.053914677	-0.0230858	0.03086152
JN-TMF2-SD0160	-0.048880085	-0.0143234385	-0.04322354	-0.041748624	0.014828794	0.18163228	-0.017595295
sam-567	-0.054691058	-0.06903673	0.005440911	0.014383123	-0.05697408	0.17143975	-0.00017831472
sam-414	0.01710844	0.05917876	0.030845389	0.07111913	-0.046794742	0.18306607	-0.0001622422
JN-MF2-15101	0.07277013	-0.013561321	0.032826412	0.07316099	-0.06011616	-0.12889537	0.0418673
sam-723	0.06914711	0.060303982	-0.04255219	0.071541384	-0.051770035	-0.12045288	-0.035487752
JN-TMF13-SX0416	0.07231924	-0.06837168	0.04292742	-0.10459899	-0.0029248255	-0.12800425	0.04340092
JN-MF2-24589	-0.04465889	0.051801275	0.024842234	0.07140265	-0.045282725	0.12235464	0.007925318
sam-113	0.039857283	0.06160854	0.0014737113	0.074030414	0.012450899	0.1662333	0.03905379
JN-TMF13-SX0423	-0.009857076	0.02736673	-0.039065287	-0.10250689	-0.056680825	0.17667471	-0.036117576
