SampleID	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
DF-TMF10-BQ3218	-0.04324375	-0.040764138	-0.041642494	0.07028707	0.06510541	-0.12589541	-0.035296317
DF-TMF15-CQ1634	0.024462432	-0.069463685	0.054252744	-0.07046054	0.011646096	0.05663302	-0.007168988
DF-TMF10-24561	0.01591405	0.018829193	-0.043516114	0.0675435	-0.057797804	-0.12272984	0.045189455
DF-TMF10-BQ5218	-0.04390098	-0.012576908	-0.004924825	0.047915515	0.07080429	0.123754136	-0.0074334936
DF-TMF10-AY4201	0.06910422	-0.0704747	-0.042543404	-0.078700826	0.061744686	0.1811319	-0.03860059
DF-TMF10-CY4035	-0.045453634	-0.014483163	0.05042257	0.049109694	0.072492495	-0.13182856	-0.016837498
DF-TMF10-AQ2501	0.06830127	-0.015950019	-0.04708388	-0.018719207	0.021705594	0.15931769	-0.056662362
DF-TMF10-15038	-0.0517736	0.018166816	-0.0140344305	0.0745218	0.07440858	-0.023300452	0.045821276
DF-TMF10-CY1834	-0.041977618	0.021649277	-0.0009701439	0.043535795	-0.049478922	-0.02515953	0.006668926
DF-TMF10-15024	-0.0676456	-0.033667617	-0.047529884	0.06991711	0.0069236234	-0.12705995	0.01820554
DF-TMF10-BY5518	0.04836556	-0.016436454	-0.04725308	0.071523234	0.058888234	-0.022944551	-0.00786533
DF-TMF10-BQ3918	-0.048696615	-0.0658906	0.033626195	-0.041303094	-0.027115257	0.059006784	0.005925515
DF-TMF10-24584	0.0096194185	-0.03720529	-0.047273327	0.07116801	-0.003847202	0.12525848	0.04606002
DF-TMF15-CQ4834	0.055986542	-0.08244205	0.045018606	0.047023	0.0656916	0.058581926	-0.018980168
DF-TMF10-BQ4918	-0.04062245	-0.012121708	-0.043609574	-0.10100057	-0.02334754	0.17404586	-0.01750565
DF-TMF10-CQ4834	0.068495065	-0.08695755	0.053285424	-0.07119015	0.06721447	0.1419318	0.04497364
DF-TMF10-CQ5735	-0.015655413	-0.0816529	-0.035180666	0.0729827	0.068759575	-0.022442477	0.0050378228
DF-TMF10-AY6001	0.06668296	0.06013269	0.035964355	-0.10310249	0.071606375	0.18280734	0.012907333
DF-TMF10-AY3501	-0.040411662	-0.0684631	-0.04296097	-0.09940754	-0.05664606	0.17470223	-0.036971506
DF-TMF10-AQ1301	0.064873815	-0.061925627	-0.040362787	-0.06970066	0.042495858	0.17784294	-0.014301255
DF-TMF10-AY3601	0.065875925	-0.028874872	-0.033117592	0.012725098	-0.0536147	-0.1116262	-0.0012451931
DF-TMF10-AQ2401	0.053916913	0.001213939	-0.038248356	-0.10724577	0.07050575	0.18173936	0.008124835
DF-TMF10-CY2335	0.057566896	-0.07854174	0.053447768	-0.104857415	0.070935145	0.061220452	0.045662176
DF-TMF10-CY2435	-0.04920635	0.023403248	0.048316512	0.07390235	0.06918154	-0.1321104	0.013648086
DF-TMF10-CQ3036	0.0775735	0.06269922	0.04871282	0.07090247	0.069838926	-0.12878324	0.031702355
DF-TMF10-CY3134	0.06713718	-0.0704441	-0.029947054	-0.086732954	-0.051115807	0.18071897	0.0072361124
DF-TMF10-BQ4618	-0.041928396	0.046355873	-0.042171787	0.042667277	0.0022106695	0.054784253	-0.052418638
DF-TMF10-BQ3718	-0.017370617	-0.07613556	-0.041492235	-0.09769183	-0.053242292	0.1632618	-0.026608756
DF-TMF10-15051	-0.039802775	0.018377664	0.05406646	0.0724596	0.07259275	-0.13342294	0.032420445
DF-TMF10-15046	-0.042454302	0.0007870216	-0.043717485	0.06937244	0.057865866	-0.12469641	-0.04319265
DF-TMF10-BQ2218	0.06986906	0.035781495	0.053017665	0.07097106	0.07236316	0.18559949	0.04363856
DF-TMF10-15050	-0.028459722	-0.07602637	0.006678572	-0.018498966	-0.04091512	0.12967236	-0.015106059
DF-TMF10-BY5019	0.064054385	0.024364898	0.049584005	-0.019105751	0.034392864	0.15348303	0.0077930233
DF-TMF10-BY5118	0.06983321	-0.026447348	-0.05026721	0.07060776	0.070656925	0.06098997	0.007991018
DF-TMF10-AY5401	0.06697817	-0.01635292	-0.04729285	-0.07579706	0.06762386	0.17671704	-0.040648498
DF-TMF10-24564	0.016106121	-0.043080736	-0.041252665	0.07046039	-0.013429932	0.11390215	-0.028461795
DF-TMF15-CQ2335	0.054940518	-0.081803866	0.051245585	-0.018682765	0.06898116	0.059778605	-0.035229955
DF-TMF10-AQ5401	0.06597838	0.0010655088	-0.019433225	-0.040512614	0.069199145	0.1819716	-0.00783753
DF-TMF10-AQ4801	0.07466024	0.059875127	0.02269913	-0.04289705	-0.033472523	0.18769872	0.038436297
DF-TMF10-AQ5001	0.06867348	0.02731248	-0.005245547	0.045322277	0.039755844	0.16229656	0.012966883
DF-TMF10-BY4218	-0.043110505	-0.08103899	-0.045520857	0.07149184	0.05789844	0.11924176	-0.045113284
DF-TMF10-CQ3935	-0.04033097	-0.019801015	-0.045344107	0.015423321	0.03730304	-0.024541892	-0.018169343
DF-TMF10-24596	-0.013866756	-0.020924881	-0.028973442	0.01407705	-0.05440208	-0.118749484	0.043440383
DF-TMF10-BQ3318	0.074127294	0.061913263	0.048214685	0.069613025	0.07328904	0.1533153	0.029997395
DF-TMF10-BQ1718	-0.03959536	-0.06710403	-0.0056666615	-0.10005533	0.07206685	0.1813918	-0.051400986
DF-TMF10-BY3918	-0.04639866	-0.062273916	-0.028372208	0.070432216	-0.05819666	-0.12133668	-0.033048037
DF-TMF10-CQ5935	-0.018534034	-0.06892375	-0.04173912	0.012819473	-0.025214648	0.1575849	-0.02499108
DF-TMF10-BQ1618	0.06293275	-0.07136967	-0.04641677	0.015122454	0.07087319	0.13854267	-0.03181991
DF-TMF10-BQ2418	-0.043725118	0.03590235	0.014156087	0.015559644	0.073615715	0.18363003	-0.037983984
DF-TMF10-BQ5518	0.039618235	-0.020372184	-0.046469286	0.04608989	0.062821135	0.11774729	-0.019398708
DF-TMF10-BY2818	-0.01966376	-0.08320113	-0.044217635	0.04780212	-0.041005332	-0.12544097	0.006861951
DF-TMF10-AQ1501	-0.039799172	-0.0806371	-0.03978752	-0.10440211	0.06951818	0.18476336	-0.051172942
DF-TMF10-CQ1234	0.07447502	0.03730806	0.047976814	0.04776511	0.07254353	0.18224195	0.04211433
DF-TMF10-BQ1318	-0.048449427	0.018573064	-0.04470286	0.04717356	0.07167224	0.18555179	0.012529818
DF-TMF10-24562	0.018745342	0.021670284	-0.04185531	0.06983535	-0.06068126	-0.024893409	0.041140653
DF-TMF10-BY5418	-0.03293894	-0.019264521	-0.008885152	0.06776844	-0.026531702	0.17774683	-0.01860529
DF-TMF10-AQ4201	-0.068488	-0.067289405	-0.04091547	-0.102487154	0.03708977	0.17900357	-0.053647682
DF-TMF15-CQ4333	0.065647624	-0.073313475	-0.043460876	0.0690827	-0.046641286	-0.02562195	0.0007719728
DF-TMF10-AQ2301	0.07299134	-0.052554503	0.003630433	-0.110151045	0.071891844	0.18407801	0.018988699
DF-TMF10-CQ3236	0.021280127	-0.025813377	-0.043386016	-0.10100325	0.050676346	0.17820573	-0.024768492
DF-TMF10-CQ1834	-0.007917073	-0.029691365	-0.044938978	0.06554276	0.00080878986	-0.025326671	-0.032558545
DF-TMF10-BY2718	-0.042761974	-0.07953133	0.044200275	0.046631254	0.06447422	0.18254173	-0.05137977
DF-TMF10-15079	0.06637754	-0.0644347	-0.02962859	0.06895253	-0.05850552	-0.022871442	0.00581268
DF-TMF10-BY2518	0.036137022	-0.06439799	-0.04335142	-0.09158694	-0.059987087	0.17376032	-0.054345872
DF-TMF10-CY4235	0.018375212	-0.08344095	-0.04309784	0.013282704	-0.033818174	0.11403832	-0.053629696
DF-TMF10-15102	0.07079275	-0.011161428	-0.04456951	-0.05679332	0.009927923	-0.12468154	0.0066522304
DF-TMF10-AQ5801	-0.039703034	-0.061601967	-0.042602267	-0.07569629	-0.055087578	0.16031536	-0.041424256
DF-TMF10-15068	0.05956124	0.01799326	-0.002481101	0.068016924	-0.056719366	-0.12274793	0.04494416
DF-TMF10-BY4918	-0.04372886	-0.029606113	-0.036365155	0.0146093005	-0.056793343	0.17828159	0.0074706455
DF-TMF10-AY4501	0.060552496	0.037130825	-0.010948376	0.044512007	-0.056441735	0.05669003	-0.04187294
DF-TMF10-AY3301	0.018620538	0.02628093	-0.031433757	-0.02002896	0.060653433	-0.024742179	0.040274013
DF-TMF10-AQ3901	-0.053131808	-0.031780023	-0.046237	-0.101754114	-0.057365086	0.17760842	-0.03615463
DF-TMF10-15087	0.016200548	-0.06743908	-0.045402493	-0.041122504	-0.057467148	0.11492025	0.019629449
DF-TMF10-15067	0.07319775	-0.063959345	0.055965524	0.015162814	-0.058814783	0.13604167	-0.027683843
DF-TMF10-CY1436	-0.04642922	-0.085093506	-0.0025803552	-0.1045492	0.06755759	0.1809891	0.04494944
DF-TMF10-CQ3434	0.015346417	-0.08432868	-0.044078875	-0.01838526	0.060562696	0.11650812	0.033115108
DF-TMF10-AY2401	-0.042975325	-0.025952665	0.0541492	0.070246495	0.026803154	0.1888104	0.00081700645
DF-TMF10-AQ1401	0.033775207	-0.012774385	-0.0033513634	-0.08628328	0.07082259	0.17869928	0.018970398
DF-TMF10-AQ3401	-0.056074876	-0.07838741	-0.04180249	-0.10425637	-0.057238787	0.17278926	-0.019502131
DF-TMF10-CY5836	-0.0401192	-0.08252883	-0.026947815	-0.042199083	0.042497437	0.056824956	-0.031626258
