SampleID	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
G440282107	0.079145804	-0.0682734	0.05260277	-0.10528524	0.039328195	-0.11711914	-0.0027062523
G440883492	-0.06942024	0.054988343	-0.029754631	-0.10312568	0.07888603	0.18946078	-0.043368015
G440981507	0.08764172	0.05639011	0.050707288	-0.10658273	0.07663987	0.12106001	0.039129402
G441284355	-0.052082628	0.015264794	-0.04186656	-0.10188202	-0.055928957	-0.107301645	0.03172435
G440981186	-0.0757329	0.0013005475	-0.03871151	0.04979346	-0.00718196	-0.12305687	0.041331287
G440104452	0.0040895366	-0.008713904	-0.042023778	-0.015662545	-0.056376174	-0.104326464	-0.04557912
G440883119	0.080366105	0.01761358	0.057745714	0.070354246	0.07372531	-0.12585679	0.03701853
G440282211	-0.07643758	0.05331777	-0.047427867	0.06898582	0.071086645	-0.11321375	0.04079361
G441424313	-0.071173385	-0.059328686	0.04676603	-0.039160144	0.06506854	-0.11727342	0.03385929
G441424521	0.0912993	0.054521814	-0.030448133	0.04835198	-0.043199204	-0.10834467	0.028880175
G440981315	0.082115844	0.05051788	-0.042988844	0.045844957	-0.06100449	-0.018757245	-0.0004903908
G440104269	0.09257531	-0.058469832	0.059076652	-0.107344836	0.06801188	-0.12055813	0.0073290444
G441424006	0.0853367	0.05376487	-0.04318855	-0.09844814	-0.04020221	0.18488204	0.020345522
G440305129	-0.053561237	-0.054460026	-0.039972764	-0.055293657	-0.024775796	-0.10494259	-0.043273386
G440981215	0.08523633	-0.017938348	0.05235744	-0.09664004	0.07099617	0.18618643	0.03691532
G441303436	-0.071719944	0.029927606	0.029220814	-0.10486595	0.03641369	-0.116770096	0.041532706
G445224164	-0.06763384	-0.053078424	0.057648774	0.07437345	0.071313955	-0.10937813	0.031671304
G440981404	0.038748804	0.051271286	-0.04371779	0.019862477	0.025383031	-0.11547971	-0.048973013
G440282143	-0.05441829	-0.057620935	-0.03954445	0.05015456	-0.0030042452	-0.020265346	-0.045672677
G441284429	0.08442315	-0.015048041	-0.05076697	0.0742417	-0.04457035	-0.11396369	0.042205438
G440282590	0.07052783	-0.013546229	-0.04094538	0.066423915	-0.054624163	0.1233824	-0.045613118
G440305443	-0.06781797	0.05143006	-0.0038792072	0.01946259	-0.05487513	-0.10881715	-0.033207513
G440205471	-0.06848807	-0.02157173	-0.04513638	0.018594803	-0.056819264	-0.1135125	0.043538075
G440104164	-0.046450842	0.045185365	-0.03700209	-0.03699188	-0.054283615	-0.108417645	-0.03881307
G441284434	-0.07656676	-0.02252951	0.04034415	0.049587436	-0.05733128	-0.11288752	0.03744638
G441802375	-0.060464513	-0.064598046	0.05658498	-0.10406561	0.07084006	0.13498081	0.031371467
G440282528	0.09328031	-0.07225946	0.0521056	0.07354553	0.07544957	-0.117606185	0.03865459
G440104537	-0.06792196	-0.060790915	0.045734145	-0.100953735	-0.0018768985	-0.10547964	-0.043221314
G445302084	-0.06961106	0.055220354	0.056934506	0.073835954	0.07440313	-0.115712136	0.03345547
G441303419	-0.06646133	0.047948163	-0.051515456	0.018188214	-0.059459507	-0.020182407	-0.049030744
G445302404	-0.062034722	0.015251281	-0.040047746	0.05047631	0.004565658	-0.1076892	-0.050241552
G440305614	-0.04067401	-0.06829259	-0.038559243	-0.10752963	0.06966411	-0.10915946	-0.014839724
G441502204	-0.048124146	-0.047431	-0.036584597	0.07114812	-0.05183582	-0.09963525	-0.047922023
G440205527	-0.07121572	0.015739255	-0.037298817	-0.014060061	-0.05356823	-0.10310857	-0.04891756
G440981217	-0.04710624	-0.060339306	-0.037857827	0.06887469	-0.055646833	-0.10107033	-0.046270777
G445302036	-0.060159903	0.037804127	-0.04213704	0.07147626	-0.04873912	-0.01978007	0.009641592
G445224520	-0.044590622	0.052426178	-0.045915905	-0.057009794	0.07648562	0.18600057	-0.034162633
G441303409	0.088097155	0.057650365	0.059914205	-0.108945124	0.0021082943	-0.12220312	0.033907894
G440282223	-0.05689007	-0.062496178	0.04233546	-0.106321074	0.07096673	-0.11098464	-0.039137144
G440282442	0.09315979	0.053433843	-0.04671123	-0.10507593	0.003218682	-0.11178591	0.040631015
G440282322	0.015975216	0.047843505	0.052774873	0.05050946	-0.036173355	-0.11418276	-0.0500225
G440981251	-0.074623235	-0.06500818	0.057551343	0.052378386	0.07560718	-0.017886326	0.016915198
G440282484	-0.06267843	0.052327383	0.057208434	0.07072294	-0.052431375	-0.109743014	0.041742757
G441424126	-0.040984634	-0.062737614	-0.03285056	-0.013386883	-0.051952653	-0.1030887	-0.040613696
G440606634	-0.046262156	0.04355591	-0.0053934604	-0.10618147	-0.051111884	0.11985444	0.016531955
G440883463	-0.07669693	0.015207728	-0.00067265204	0.02136016	-0.045687184	-0.11199076	0.009251078
G445224179	0.09021511	0.042441647	-0.033019826	0.07401743	0.035088945	-0.11688688	-0.01587583
G441802029	0.092101805	-0.06323774	0.0493852	0.02061648	0.024030708	-0.1162133	0.040101755
G445224272	0.08677517	0.054342296	-0.01705707	0.052493483	0.07179349	-0.11085848	0.038117092
G445224579	0.09097026	-0.00950176	-0.047884837	0.019186039	-0.053210385	-0.1100019	0.0004616898
G441502053	-0.040359166	-0.0673525	-0.02881683	-0.0798893	0.06493347	0.11715824	-0.046532847
G441502056	-0.045535207	0.027732398	-0.04066969	-0.10465677	-0.057796337	0.17049685	-0.030470097
G440305198	-0.054294683	-0.059651695	-0.04414622	0.07301961	-0.04892829	-0.10716725	-0.038305867
G441502273	-0.04934735	0.018697752	0.059707515	-0.015660983	0.020215483	-0.01769775	-0.0118082
G441802248	-0.040719207	-0.061853956	-0.040544696	-0.03693117	-0.003650259	0.17469624	-0.047559723
G440305056	-0.04992679	-0.048258588	-0.03052495	0.019190963	-0.022435138	-0.11590342	0.03538924
G445302596	-0.057776302	0.049981557	0.060728017	-0.1046156	0.037522957	-0.112621345	-0.033247333
G441502401	-0.056439128	-0.066862404	-0.02563671	0.07299292	0.07116695	0.14111167	0.036727905
G445302652	-0.031160368	-0.014329469	0.011991313	0.017219394	-0.05790063	-0.10943101	0.013325235
G440305469	-0.042672757	0.047123827	-0.046681106	0.07172372	-0.053553432	-0.02048768	-0.048145425
G440205136	-0.065425575	0.037457105	-0.04803249	0.016634936	-0.05478501	-0.018648613	-0.00262352
G445224295	0.06296382	-0.01513018	-0.02876344	0.06733167	-0.057520602	0.11617306	-0.049437888
G440104175	-0.041130643	-0.06041978	0.056292143	-0.09713193	0.0021299766	-0.106188565	-0.04020676
G440205483	0.09755986	0.056617882	-0.04126346	0.054791417	-0.0576176	-0.11121997	-0.03225881
G440606540	0.085051075	-0.012220575	0.0567065	0.07474464	0.07502006	0.18068454	7.3147116e-06
G440205266	0.08479554	0.053671103	-0.030710004	-0.09396906	-0.0530495	-0.10750399	-0.044488102
G440305529	-0.06876959	0.052670334	-0.005161341	0.071699575	-0.028119909	-0.11087425	-0.04844893
G440981232	0.008920438	0.04565047	-0.03704109	-0.09486124	-0.033123337	-0.021078967	-0.042768415
G440883543	0.060442258	0.03688123	-0.039849322	0.0696519	-0.05568233	-0.11214159	-0.012750053
G445302285	0.010107642	-0.06264688	-0.037490524	-0.017378349	-0.053863086	-0.020288704	-0.04900226
G440282515	-0.039670873	-0.06070787	-0.03607765	-0.0897784	-0.04774656	-0.098932214	-0.04168941
G440981531	-0.07202086	0.049557324	-0.039335664	0.0669802	-0.0558986	-0.10963603	-0.046562247
G440883138	-0.037182827	-0.065013364	-0.037483376	0.020575061	0.058176808	0.172422	-0.0448224
G440205127	-0.050707653	0.054526333	0.003084576	0.07292543	0.075361	-0.12064052	0.04142201
G440606531	0.08231652	-0.072991654	0.048471905	0.07317956	0.07483652	0.17760874	-0.011824489
G445224583	-0.07658512	-0.052665118	0.058855616	-0.10647713	0.07655358	-0.112619594	0.037669733
G440981236	-0.06830534	0.02901145	0.045561817	0.071967475	0.07354486	0.18621995	-0.023087777
G441303552	0.017027333	0.05440809	0.058655	-0.10671001	-0.04749769	-0.114756145	0.038873613
G440282118	-0.045246545	0.01575774	-0.035562947	0.04970561	-0.055802345	-0.10294298	-0.0441495
G440205566	-0.05019664	0.056398477	-0.050316986	-0.104918554	0.06577447	-0.1179385	-0.046564966
G441802048	-0.044529047	0.050082676	0.05549011	-0.10406463	0.069935635	-0.11338592	-0.03108591
G441502351	-0.044746768	-0.046718165	-0.027043212	-0.10970826	0.06810629	0.17204778	-0.0082207415
G440305619	0.08337731	-0.066081434	-0.040274892	-0.03857979	-0.05279774	-0.018703785	-0.011257498
G440282471	-0.039881203	-0.056292936	-0.03698651	0.019882789	-0.007061015	-0.10233148	-0.042899728
G441802098	0.08429681	-0.06739641	0.054640427	-0.10674262	0.07149691	-0.120846726	0.039374966
G440205022	0.05310377	0.048576318	-0.0494771	0.045231376	-0.05917649	-0.11347175	-0.037916068
G445224292	-0.053342953	-0.041739963	-0.03729207	0.04797652	-0.05000887	-0.10501344	-0.011463983
G441284498	-0.021157434	0.046045654	-0.04210227	-0.09660872	-0.05763406	0.052634582	-0.0137127
G445224066	0.089632645	-0.015818387	-0.03885714	0.073847316	-0.057510365	-0.11361995	-0.040779
G440282204	-0.04321152	-0.06677394	-0.038567446	-0.09521529	0.005954506	-0.109254785	-0.044222467
G440282097	-0.047519527	-0.023521269	-0.0400886	-0.014055643	-0.055162117	-0.10493395	0.01044997
G441424386	-0.04711717	0.03822494	-0.04590653	0.069520615	0.06988358	0.18563865	-0.005642747
G440282002	0.06336765	0.04915855	-0.047874235	0.07124155	-0.056325376	-0.10922704	-0.027979475
G440305162	-0.04392596	0.04861335	0.01822699	-0.10389625	0.055381216	-0.108753726	-0.046159565
G440883381	0.08727671	-0.02096594	-0.01783181	-0.10952364	0.07342861	-0.11873522	-0.011408809
G440305041	-0.048437934	-0.06504631	-0.04064652	0.05162927	-0.055978842	-0.10841475	-0.043067746
G445302478	0.07965302	0.050101273	0.045976173	-0.09933452	0.07309905	0.17256364	-0.041072443
G440883504	-0.05831669	-0.05272614	0.05795298	-0.11066928	0.06616067	-0.11343652	0.03908949
G440606327	-0.04724587	-0.06185075	-0.042661794	0.017691517	0.06973198	-0.019763108	-0.032289103
G445302043	-0.039963964	-0.005003171	0.051240135	-0.0990176	-0.0323635	0.16879746	-0.043719325
G440981409	0.08419684	0.054366358	0.06177075	0.074831076	0.076907046	0.18058704	0.03931564
G441424366	-0.061674193	-0.008689682	-0.03749975	-0.102321185	-0.0328215	-0.10683325	-0.04098557
G440305626	-0.06425432	-0.011457847	-0.03945261	-0.09326862	-0.054254748	-0.018534282	-0.047464255
G445302567	-0.042313818	0.046529356	0.057099875	-0.09878019	0.06760134	-0.11095641	0.028549125
G441303117	0.08158725	-0.05052102	0.053090002	-0.03526358	0.07353732	-0.11512688	0.03227202
G441284082	0.07705509	0.05707172	0.050396994	-0.10826526	0.06979743	0.15430224	0.03616585
G445224288	0.0918336	0.02890757	-0.031642966	0.07541295	-0.03879334	-0.11270555	0.042876452
G441303120	-0.06026545	-0.015178642	-0.037482355	0.048181146	-0.054741327	-0.11266338	-0.029242784
G445224174	-0.044320643	-0.013485745	0.045826472	-0.012555612	0.0014738832	-0.11584983	-0.010066534
G441802323	-0.044453338	0.046625912	-0.040577665	-0.051876012	-0.0038992423	-0.021090623	-0.04645344
G440981413	0.08054335	-0.019687293	0.056325816	-0.11001018	0.071132824	0.056131326	0.037436362
G441303563	-0.04969826	0.051352285	0.018963158	-0.10337089	0.07525465	-0.109560736	-0.02670392
G440981478	-0.06285243	0.036207765	-0.044378992	-0.016806852	-0.03376891	-0.10801502	-0.046259787
G441424304	0.08203694	0.056448974	0.059250943	-0.10633238	0.074924506	-0.017321466	0.037711892
G441802335	-0.039174393	-0.058794435	-0.0385464	-0.06500138	0.023479775	-0.106807396	-0.040874433
G440205180	0.083930336	-0.054502062	0.06042501	-0.10361066	0.07410203	-0.12660049	0.04060507
G445224513	-0.076176904	0.0184097	0.060800623	0.071912944	-0.037345234	-0.11567914	-0.035901476
G440981093	-0.07353325	0.052093502	0.056474023	-0.054081853	0.015062533	-0.11243732	0.019872129
G440282308	0.08544129	0.051265907	0.057831675	-0.10575049	-0.0014908948	0.05412645	0.037248585
G440981278	0.054856803	0.016750123	0.042388655	-0.076721415	-0.04692347	0.16703333	0.030113958
G441303129	0.04015909	0.0044142525	-0.03824113	0.06907571	-0.05574294	-0.10554557	-0.043595422
G441802223	-0.040805582	0.006497402	0.050242454	-0.106624044	0.06861629	-0.02183944	-0.038488112
G440305286	0.08935945	0.058376964	0.059740424	-0.106620915	0.027277494	-0.11442211	0.027433535
G440981062	-0.04475242	-0.05092627	-0.02088873	0.047948647	-0.05753706	0.044370998	-0.041874435
G441424017	-0.040298093	-0.06340933	-0.037049204	-0.090023406	0.07032288	-0.024445113	-0.03803873
G440104549	0.087194405	0.05655473	0.05966025	0.05128863	0.07338753	-0.024198826	0.03765437
G441303048	0.08426782	-0.04396036	-0.04258552	-0.10537422	0.07019643	0.18724644	0.034743328
G440883168	0.020576106	0.05453254	0.045460057	-0.10864901	0.070861615	0.15778111	-0.016930204
G441502138	-0.042772125	0.0135718575	0.013452891	0.07549235	-0.055667024	0.055775795	0.039704196
G441802152	0.038512375	0.027428987	-0.027015777	0.050915	0.0719618	-0.11805527	-0.031676117
G440104095	-0.05708037	-0.067874156	-0.053001452	-0.07835687	-0.04704927	-0.11607619	-0.04145199
G441303590	-0.014836661	-0.065279536	0.060435735	-0.103717916	-0.06079834	-0.020616092	0.017914161
G440104449	0.09024894	0.039046444	-0.04915624	0.049368944	-0.05946688	-0.11494754	0.04105019
G445224524	0.015343428	0.03759982	-0.0408915	0.016924294	-0.052974787	-0.10512197	-0.048616566
G440883184	0.07933486	-0.06487617	-0.03747107	0.050829675	0.06450611	-0.1032519	-0.03910208
G440205160	0.087022334	0.04964042	-0.010943243	0.07111355	0.07244177	-0.023760617	0.0027761902
G440104526	-0.022712369	-0.024655355	-0.038704813	-0.086006865	-0.05515237	-0.106042095	-0.048501816
G440104377	-0.07249803	-0.050823808	-0.038021725	-0.10318323	-0.053780947	-0.112268634	-0.043426838
G441802356	-0.050312575	0.037253473	-0.0513193	0.016878666	-0.027340712	0.18880148	-0.033266366
G441802107	-0.04758933	-0.057479728	-0.04032297	-0.014546467	-0.0192092	-0.10500957	0.03376987
G440205357	0.08944511	0.05669754	0.0053048423	-0.10622052	-0.061435618	-0.119996615	0.03879772
G441284656	-0.065889016	-0.06664658	-0.045258682	-0.016423317	0.027560448	-0.11333119	0.039349463
G441303584	0.0069412612	-0.06729495	-0.035454407	-0.10524553	-0.052433763	-0.108287305	-0.038429495
G440606606	-0.06650487	-0.064999044	0.029433241	-0.09405969	-0.033753216	0.17639865	-0.045746163
G440104577	-0.072262496	-0.06398047	-0.007422388	-0.10787487	0.06467989	0.04970498	-0.043345425
G445224049	0.08426879	0.017892573	-0.04281717	0.06986305	0.07371764	0.1785986	0.032803174
G441303050	0.02756479	-0.024808738	-0.042017452	0.07034909	0.071731985	-0.118630975	-0.002026385
G445302105	-0.0669982	-0.05729679	-0.04510614	0.015723031	-0.05780839	-0.106087476	0.04228718
G445302199	0.062943175	0.002575019	-0.04330789	0.069834605	-0.054145545	-0.11055906	0.043443963
G445302134	-0.048489235	0.03798555	-0.039462347	0.071251005	-0.046568714	-0.018992685	-0.047500074
G445224515	-0.04618491	0.021729028	0.0013328256	0.07252721	-0.058739133	0.17654918	-0.048156053
G441802631	-0.0135869235	0.05374528	-0.048148498	-0.06919016	0.0010843237	-0.11471113	0.0071470905
G441802475	-0.043574493	-0.05954683	-0.027803442	0.019635564	-0.058257427	-0.10491248	-0.03302515
G441303094	-0.04080573	-0.009055235	-0.04022027	-0.09751491	0.052799866	-0.10971526	-0.025100492
G440305170	0.08409462	-0.043902922	0.058783744	0.07068979	0.07311658	-0.10722765	-0.010311659
G440104454	0.09183776	0.043626647	0.051277563	-0.098963186	-0.017613476	-0.12324453	0.016056316
G445302203	-0.058979157	-0.066121265	-0.0026602065	-0.1048087	0.034567975	0.05246946	-0.03240221
G441424216	-0.043609235	-0.06667138	-0.03955536	0.01972527	0.05859602	-0.10537126	-0.03428795
G445224346	-0.04092966	-0.015398697	-0.034477178	-0.079940654	-0.05279459	-0.021100335	-0.043504305
G445302320	0.07888125	-0.07636243	0.05465691	-0.10364003	0.07037124	0.17797597	-0.01791595
G441284277	0.061776157	0.05225278	0.00039234935	-0.016613226	-0.045240834	-0.11557842	-0.047401913
G441802400	-0.054853197	0.05045926	0.002704034	0.05046465	-0.024631694	-0.1109691	-0.011376512
G445302306	-0.050106518	-0.056699716	-0.03854546	0.049471445	-0.015641522	-0.021922305	-0.049883954
G441502149	-0.042686094	-0.0067813075	-0.040418062	0.047089506	-0.05670728	-0.10609407	-0.04618368
G440205361	0.07832937	0.019097064	-0.03839853	0.053812057	-0.016383147	-0.109961905	0.030682217
G441424356	0.08431821	-0.060118526	0.057710882	-0.10323043	0.072409295	-0.10643438	-0.028315043
G445302343	-0.043754168	-0.06623395	-0.048477817	-0.1011039	0.06964677	0.17282432	-0.04072793
G441502069	-0.025102278	0.054498993	-0.0033094068	-0.11083162	0.07305409	-0.115192525	0.042230118
G440981390	-0.061979152	0.054010496	0.004065014	-0.012475632	0.074832775	0.18513773	-0.04724418
G441502062	-0.03871874	-0.060934264	-0.035459857	-0.10376753	0.055182934	-0.104742825	-0.031800803
G445224145	0.037354846	-0.023835668	0.047924783	-0.09468246	0.076834045	-0.117632106	0.029091816
G440282266	-0.054976888	0.046742026	-0.038198695	-0.09171748	-0.01268023	-0.107599534	-0.033056557
G440282453	-0.05124502	-0.057106834	-0.045731887	-0.08070947	0.0414996	-0.11080277	-0.028961213
G440883415	-0.014633589	0.053840797	-0.04518477	0.06924686	-0.046926294	-0.018848158	0.040859297
G440104580	0.08817254	-0.06780406	0.041253027	-0.089250684	0.07316032	-0.11167345	0.00795768
G445302290	-0.01094931	0.05028289	-0.043859713	0.0162789	-0.057289336	-0.025316425	0.020720622
G440104426	0.03367496	-0.008537545	-0.04675697	-0.108067244	-0.05279259	-0.11878372	-0.018777043
G445224104	-0.06525677	-0.0069142724	0.05196103	0.05189474	0.06254352	-0.11645151	0.0325516
G440305175	0.08728801	-0.06138357	0.01761684	-0.10949146	-0.03153993	-0.114886776	0.00857263
G440282252	-0.049445186	0.03942729	-0.040669367	0.0730077	-0.04105381	-0.116417624	0.01978909
G441284152	-0.065006554	-0.056413017	-0.035784338	0.069320165	-0.020103585	-0.019767148	-0.041630443
G441502061	0.062459808	-0.06515863	-0.04140132	-0.051016625	-0.053913802	-0.10235613	-0.042232577
G440883444	0.06981034	0.045579113	-0.0020842466	0.071186915	-0.01824427	-0.11228468	-0.048731055
G445302639	-0.012729753	0.030170161	0.04273929	-0.10387346	0.036958605	-0.018832322	-0.008410664
G440282450	-0.04219726	0.041912284	-0.035529997	-0.05065176	-0.054217197	-0.102359645	-0.042959485
G445302322	0.09040098	0.05758268	0.05517211	0.019344501	0.035754636	-0.122961566	0.041878823
G441303335	-0.0405219	-0.05405418	-0.03829246	-0.09985224	-0.05560106	0.122610316	-0.045570042
G441424227	-0.046579424	-0.06252874	-0.040702064	0.020019146	-0.05470887	-0.10760666	0.03199299
G441284626	0.09134535	0.056091927	0.057963256	0.05134163	0.07502113	-0.121428214	0.042193454
G441424495	-0.048201285	-0.01519828	-0.025513904	0.07115699	-0.053000703	-0.10823697	0.03150484
G445302359	-0.06959904	-0.058140025	-0.042578287	0.07327374	0.07223475	-0.11431969	-0.0056097666
G440205440	-0.049262576	0.05438238	0.0602781	-0.10481133	0.0731122	-0.114691846	-0.021500643
G440606510	-0.0049207294	-0.061950304	-0.038649034	0.068681136	-0.054551553	0.13616043	-0.047803998
G445302161	0.04565011	-0.06301699	0.001333733	-0.10506517	-0.050286032	0.1773225	-0.046852328
G445302059	0.08477464	0.0377096	-0.039836455	-0.101052545	-0.05881234	-0.024136657	0.0041477685
G445224402	0.087048456	0.050829977	-0.045072537	0.06888109	0.03219463	0.1764261	-0.05206451
G445302397	0.0034071454	-0.052732807	-0.020275364	-0.10124887	0.07535389	0.17256129	-0.020653622
G440305396	-0.057859026	0.017316367	-0.038788192	-0.10226086	-0.05540137	-0.107386634	-0.013732125
G441502088	-0.069958635	-0.01022411	-0.04349522	0.02096491	-0.053638566	-0.10229487	0.015053045
G441284511	0.086557955	0.017792288	0.06037598	0.04916837	0.07700437	-0.1248256	0.04060471
G441284525	0.07968364	0.0486394	-0.044159714	0.072172835	-0.05717631	-0.109661356	0.039882116
G441284050	0.04276436	0.056784853	0.046638973	-0.10602931	0.073458396	-0.02779946	0.013477268
G441802249	-0.070234396	-0.027419941	-0.04278777	-0.06866551	-0.047722194	-0.111420885	-0.044421345
G445302643	-0.07270621	-0.057063047	-0.0059911953	-0.10416161	-0.053609215	-0.11784667	-0.016768249
G440305740	-0.023805477	-0.01821023	0.060659725	-0.105975434	0.07481855	-0.117907785	0.007937507
G445302288	-0.04987135	0.01766097	0.05775992	-0.10361642	-0.056556474	-0.01815166	-0.04142656
G441284056	0.087584645	0.05792919	0.059524223	0.0500663	0.07664588	-0.12533225	0.038855813
G441424090	-0.06892002	0.051225305	-0.041518245	-0.10515357	-0.05814114	-0.11942373	0.03522525
G440305597	0.03486016	0.05497248	-0.043618176	-0.06686682	0.056342676	-0.1162019	0.0010330477
G441502477	-0.021512304	-0.010230458	-0.040426858	0.050276168	-0.050656743	0.1784374	-0.03221726
G440205655	0.08150653	0.016626883	-0.03790503	0.019350588	-0.055467434	-0.10329662	-0.04692141
G440981077	-0.039421357	-0.05467919	-0.04003751	-0.013573101	-0.049812328	0.10892088	-0.03938256
G440205352	0.09105559	0.029161893	0.05436113	0.07390025	0.07617367	-0.12020406	0.044024337
G441424194	-0.047611285	-0.016415337	0.050192732	-0.105140515	-0.03261945	-0.112692624	-0.026114829
G440205121	-0.047804296	0.015531015	-0.04429982	-0.101574354	-0.055790696	-0.11291624	-0.033463337
G440883493	0.052792117	-0.07382808	-0.0062422277	-0.10689759	0.074653216	-0.018846238	-0.04399393
G441303410	0.09025708	0.012065615	0.060062595	-0.107271224	0.07582075	-0.116004005	0.02922425
G440205176	-0.06515661	0.048282705	-0.032868885	-0.03761551	-0.04564384	-0.113839455	0.016849667
G440305017	0.084284596	0.017053125	-0.023638954	-0.100915976	-0.059572984	-0.112684816	0.041410215
G445302501	0.08401902	0.013518124	0.055505436	0.05067216	0.073048934	-0.12304315	0.041917164
G440606402	-0.050683297	-0.06348861	0.052748743	-0.10026093	0.014076877	-0.10509809	0.028093126
G440205398	-0.036769547	-0.026715841	0.017285982	0.04798718	-0.05740676	-0.10853105	0.0102513805
G440305315	-0.048091047	-0.019765921	-0.038996637	-0.03550235	-0.05234662	-0.10795869	-0.047394663
G440104017	-0.06731221	0.044428393	-0.038514208	-0.06359674	-0.05381192	-0.10424585	-0.04571438
G441303603	0.08649212	0.0028400354	-0.04373493	-0.08671719	-0.04035686	0.16781278	-0.016351212
G440606395	-0.07412985	-0.071691744	0.05506175	-0.10633835	0.011543762	-0.117451325	-0.039352674
G440883279	0.00532581	-0.069877595	0.056744978	-0.10239113	-0.053845905	-0.02612116	0.02647524
G440305736	-0.015846068	-0.011281066	-0.037726585	-0.09963811	-0.054508857	-0.10758625	-0.04592456
G440282209	0.06473408	-0.06913758	0.057357572	-0.1053989	0.044179138	0.18133461	0.035194788
G441802640	0.046417117	0.013057242	0.060871728	0.06875124	0.014108744	-0.11381093	-0.04392742
G445302211	0.09411925	0.053315967	0.047039647	0.0685579	0.06627116	-0.11840554	0.041165147
G440104237	0.08672884	-0.020574583	0.023165047	0.07310012	0.07469087	-0.025656665	-0.013460978
G440104410	0.030221034	0.051820077	0.003919384	-0.03723529	-0.0439728	-0.11833319	-0.037138943
G441802163	-0.071140565	0.032004707	-0.04131979	0.016279139	-0.055801176	-0.10537479	-0.010663651
G441303389	-0.025060982	0.054241072	-0.024123479	0.052371986	-0.052338284	-0.10949054	0.03973548
G445302474	-0.04913732	-0.020443058	0.05698058	-0.09409793	-0.044059448	-0.11154264	0.009469545
G440282423	-0.04796302	0.054032546	-0.043376546	0.051699854	-0.054694615	-0.107031934	-0.04432107
G441424053	0.08953448	0.0594199	-0.017155435	-0.06986915	0.07356219	0.18753844	0.040840294
G440305612	-0.059044186	-0.066556655	-0.040704418	-0.10226154	-0.040643264	-0.020687139	-0.041687123
G441802396	-0.04220817	-0.062300153	-0.0377377	-0.09781661	-0.040768143	0.16525833	-0.046405658
G440104467	-0.049095765	0.053000532	0.027837234	-0.040529754	0.06778254	0.1244412	-0.04780582
G441303136	0.072496794	-0.05221563	-0.041081052	-0.104846805	-0.0030891425	-0.11337842	0.020134307
G440104262	-0.02168647	0.015419931	0.05565999	-0.10557969	0.029357852	-0.021229262	-0.043926567
G440205261	-0.0698093	-0.045192227	-0.043829266	0.01768174	-0.047750775	-0.016784593	-0.03437385
G441802649	-0.058794454	-0.061369244	-0.032819733	-0.1024334	-0.058503836	0.13265087	0.041813847
G441303346	-0.06419541	-0.04936988	-0.009378608	-0.10399891	0.015285917	0.14468488	-0.04527274
G445302417	0.08269402	0.05744096	0.057603814	-0.09369581	0.06944248	-0.12648916	-0.015679328
G445224151	-0.05312851	0.003291047	-0.009294176	-0.013722349	-0.053650364	-0.108149886	-0.048687275
G440104063	-0.063090384	0.054242615	0.060667418	-0.1052887	-0.02089906	-0.11551575	0.038027532
G440282210	0.0074411714	-0.06327201	0.06132019	-0.10929989	0.05168652	-0.021140337	0.035713386
G445224444	0.09018551	0.001177762	-0.03476366	0.04796433	-0.06059595	-0.10789893	0.030307367
G445302406	-0.06657289	0.020679636	-0.04174998	-0.04074644	0.052473664	-0.0182287	-0.047480546
G440606348	-0.052385163	-0.017082037	-0.034895435	-0.107272096	-0.057565965	-0.11251674	-0.012044579
G440104481	0.0879135	-0.06828888	0.063580476	-0.10648913	0.07542668	-0.11639113	-0.041060377
G445302210	-0.04246008	0.04987329	0.06259003	0.0737158	0.07300033	-0.11594829	-0.048242424
G440883368	0.07890249	-0.06439796	-0.040408347	0.06856616	-0.014579076	-0.019953156	-0.043038655
G445302287	0.08912269	0.060559753	0.045113936	0.051220726	0.07372552	-0.12567519	0.03968393
G445302227	-0.07264555	0.053488974	-0.03594483	-0.10094105	-0.058829296	-0.11615279	0.017718373
G441802378	-0.048998892	-0.0270878	-0.039431043	-0.100941926	-0.05659126	0.1258176	-0.035983242
G440305280	-0.053328793	-0.06728423	0.05204874	-0.06966849	0.065741874	-0.018768135	-0.04052828
G441424241	0.011435483	-0.06723673	-0.014334743	-0.10329153	0.075745575	0.18566741	0.029663406
G440981200	-0.047505815	-0.059405077	-0.037639484	0.06892183	-0.038771205	-0.018472614	-0.045578502
G440305337	-0.06386901	-0.021216152	-0.048190318	-0.014170062	-0.044472802	0.053332604	0.03353657
G441284266	-0.025588682	0.057061534	0.04505322	0.0701667	-0.039160322	-0.11701612	0.018713927
G441802023	-0.043548573	0.018803896	0.056387044	-0.106167115	-0.04149113	0.0556104	-0.010573229
